"Freq [GHz]","dB(S(1,1)) [] - _1_for_ON__0_for_OFF='1' SCBias_length='18mm' SCGround_length='18mm'","dB(S(2,1)) [] - _1_for_ON__0_for_OFF='1' SCBias_length='18mm' SCGround_length='18mm'"
4.156,-2.97798711102715,-4.33573203093567
4.157,-2.97465572751167,-4.34035413906306
4.158,-2.97132901960944,-4.34497774289942
4.159,-2.96800698902994,-4.34960282635717
4.16,-2.96468963755214,-4.35422937318298
4.161,-2.96137696702528,-4.35885736695587
4.162,-2.95806897936962,-4.36348679108547
4.163,-2.95476567657724,-4.36811762881008
4.164,-2.95146706071284,-4.37274986319482
4.165,-2.94817313391455,-4.37738347712976
4.166,-2.94488389839471,-4.38201845332792
4.167,-2.94159935644079,-4.38665477432345
4.168,-2.93831951041615,-4.39129242246956
4.169,-2.93504436276092,-4.39593137993658
4.17,-2.93177391599291,-4.40057162870997
4.171,-2.92850817270842,-4.40521315058828
4.172,-2.9252471355832,-4.40985592718112
4.173,-2.92199080737331,-4.41449993990705
4.174,-2.9187391909161,-4.41914516999155
4.175,-2.91549228913105,-4.42379159846488
4.176,-2.91225010502081,-4.42843920615992
4.177,-2.90901264167212,-4.43308797371006
4.178,-2.90577990225679,-4.43773788154697
4.179,-2.90255189003269,-4.44238890989848
4.18,-2.89932860834477,-4.44704103878623
4.181,-2.89611006062605,-4.45169424802354
4.182,-2.89289625039868,-4.45634851721307
4.183,-2.88968718127501,-4.46100382574451
4.184,-2.88648285695861,-4.46566015279232
4.185,-2.88328328124539,-4.47031747731331
4.186,-2.88008845802468,-4.47497577804436
4.187,-2.87689839128034,-4.47963503349989
4.188,-2.87371308509195,-4.48429522196956
4.189,-2.87053254363589,-4.4889563215158
4.19,-2.86735677118654,-4.49361830997123
4.191,-2.86418577211746,-4.49828116493632
4.192,-2.86101955090261,-4.50294486377673
4.193,-2.85785811211756,-4.50760938362086
4.194,-2.85470146044072,-4.51227470135717
4.195,-2.85154960065464,-4.51694079363164
4.196,-2.84840253764724,-4.52160763684513
4.197,-2.84526027641316,-4.52627520715068
4.198,-2.84212282205504,-4.53094348045088
4.199,-2.8389901797849,-4.53561243239505
4.2,-2.83586235492546,-4.54028203837663
4.201,-2.83273935291156,-4.54495227353028
4.202,-2.82962117929156,-4.54962311272913
4.203,-2.82650783972877,-4.55429453058195
4.204,-2.82339934000284,-4.55896650143026
4.205,-2.82029568601136,-4.56363899934546
4.206,-2.81719688377124,-4.56831199812588
4.207,-2.81410293942029,-4.57298547129384
4.208,-2.81101385921875,-4.57765939209267
4.209,-2.80792964955085,-4.58233373348366
4.21,-2.80485031692645,-4.58700846814305
4.211,-2.80177586798259,-4.59168356845894
4.212,-2.79870630948521,-4.59635900652812
4.213,-2.79564164833077,-4.60103475415304
4.214,-2.79258189154798,-4.60571078283849
4.215,-2.78952704629952,-4.61038706378854
4.216,-2.7864771198838,-4.61506356790317
4.217,-2.78343211973674,-4.61974026577505
4.218,-2.78039205343361,-4.62441712768622
4.219,-2.77735692869081,-4.62909412360473
4.22,-2.77432675336784,-4.6337712231813
4.221,-2.77130153546913,-4.63844839574582
4.222,-2.76828128314599,-4.64312561030405
4.223,-2.76526600469862,-4.64780283553395
4.224,-2.76225570857807,-4.65248003978228
4.225,-2.7592504033883,-4.65715719106103
4.226,-2.75625009788822,-4.66183425704377
4.227,-2.75325480099385,-4.66651120506206
4.228,-2.75026452178039,-4.6711880021018
4.229,-2.74727926948443,-4.67586461479949
4.23,-2.74429905350617,-4.68054100943849
4.231,-2.74132388341168,-4.68521715194524
4.232,-2.73835376893513,-4.68989300788544
4.233,-2.73538871998117,-4.69456854246025
4.234,-2.73242874662728,-4.6992437205023
4.235,-2.72947385912617,-4.70391850647179
4.236,-2.72652406790822,-4.70859286445254
4.237,-2.72357938358398,-4.71326675814794
4.238,-2.72063981694672,-4.71794015087688
4.239,-2.71770537897495,-4.72261300556977
4.24,-2.71477608083509,-4.7272852847642
4.241,-2.71185193388413,-4.73195695060095
4.242,-2.70893294967227,-4.73662796481968
4.243,-2.70601913994578,-4.74129828875467
4.244,-2.70311051664975,-4.7459678833305
4.245,-2.70020709193093,-4.75063670905776
4.246,-2.69730887814065,-4.75530472602863
4.247,-2.6944158878378,-4.75997189391244
4.248,-2.69152813379178,-4.7646381719512
4.249,-2.68864562898558,-4.76930351895507
4.25,-2.68576838661896,-4.77396789329782
4.251,-2.68289642011148,-4.77863125291221
4.252,-2.68002974310582,-4.78329355528529
4.253,-2.67716836947106,-4.78795475745381
4.254,-2.67431231330598,-4.79261481599936
4.255,-2.67146158894246,-4.79727368704366
4.256,-2.66861621094894,-4.80193132624368
4.257,-2.66577619413398,-4.80658768878678
4.258,-2.66294155354978,-4.8112427293858
4.259,-2.66011230449585,-4.81589640227404
4.26,-2.65728846252275,-4.82054866120024
4.261,-2.65447004343582,-4.82519945942361
4.262,-2.65165706329904,-4.82984874970857
4.263,-2.648849538439,-4.83449648431968
4.264,-2.64604748544879,-4.83914261501641
4.265,-2.64325092119214,-4.84378709304786
4.266,-2.64045986280751,-4.84842986914747
4.267,-2.63767432771232,-4.85307089352766
4.268,-2.63489433360721,-4.85771011587444
4.269,-2.63211989848046,-4.8623474853419
4.27,-2.62935104061236,-4.86698295054678
4.271,-2.62658777857976,-4.87161645956285
4.272,-2.62383013126072,-4.87624795991536
4.273,-2.62107811783914,-4.88087739857535
4.274,-2.61833175780961,-4.88550472195396
4.275,-2.61559107098222,-4.89012987589667
4.276,-2.61285607748753,-4.8947528056775
4.277,-2.61012679778166,-4.8993734559932
4.278,-2.60740325265139,-4.9039917709572
4.279,-2.60468546321944,-4.90860769409385
4.28,-2.60197345094978,-4.91322116833229
4.281,-2.59926723765311,-4.9178321360004
4.282,-2.59656684549236,-4.92244053881873
4.283,-2.59387229698836,-4.92704631789434
4.284,-2.59118361502562,-4.93164941371453
4.285,-2.58850082285813,-4.93624976614065
4.286,-2.58582394411542,-4.94084731440176
4.287,-2.58315300280856,-4.94544199708822
4.288,-2.58048802333646,-4.9500337521454
4.289,-2.5778290304921,-4.95462251686708
4.29,-2.57517604946906,-4.959208227889
4.291,-2.57252910586802,-4.96379082118228
4.292,-2.56988822570352,-4.96837023204683
4.293,-2.56725343541072,-4.97294639510461
4.294,-2.56462476185242,-4.97751924429305
4.295,-2.56200223232609,-4.98208871285808
4.296,-2.55938587457116,-4.98665473334753
4.297,-2.55677571677633,-4.99121723760408
4.298,-2.55417178758715,-4.99577615675852
4.299,-2.55157411611362,-5.0003314212226
4.3,-2.54898273193802,-5.00488296068216
4.301,-2.54639766512291,-5.00943070409002
4.302,-2.54381894621918,-5.01397457965885
4.303,-2.5412466062744,-5.01851451485407
4.304,-2.53868067684122,-5.02305043638659
4.305,-2.536121189986,-5.02758227020558
4.306,-2.53356817829758,-5.03210994149125
4.307,-2.53102167489625,-5.03663337464736
4.308,-2.52848171344288,-5.04115249329401
4.309,-2.52594832814822,-5.04566722026009
4.31,-2.52342155378245,-5.05017747757587
4.311,-2.52090142568481,-5.05468318646549
4.312,-2.51838797977355,-5.05918426733939
4.313,-2.51588125255598,-5.06368063978676
4.314,-2.51338128113878,-5.06817222256782
4.315,-2.5108881032385,-5.07265893360631
4.316,-2.50840175719225,-5.07714068998167
4.317,-2.50592228196868,-5.08161740792129
4.318,-2.5034497171791,-5.08608900279284
4.319,-2.50098410308883,-5.09055538909639
4.32,-2.49852548062891,-5.09501648045659
4.321,-2.49607389140786,-5.09947218961483
4.322,-2.49362937772382,-5.10392242842134
4.323,-2.49119198257689,-5.10836710782722
4.324,-2.48876174968174,-5.1128061378766
4.325,-2.48633872348044,-5.11723942769853
4.326,-2.48392294915561,-5.1216668854992
4.327,-2.48151447264385,-5.12608841855366
4.328,-2.47911334064936,-5.13050393319809
4.329,-2.47671960065796,-5.13491333482153
4.33,-2.47433330095131,-5.13931652785793
4.331,-2.47195449062149,-5.14371341577811
4.332,-2.46958321958585,-5.14810390108165
4.333,-2.4672195386022,-5.15248788528881
4.334,-2.4648634992843,-5.15686526893251
4.335,-2.46251515411769,-5.1612359515502
4.336,-2.46017455647584,-5.16559983167583
4.337,-2.45784176063665,-5.16995680683175
4.338,-2.45551682179934,-5.17430677352069
4.339,-2.45319979610162,-5.17864962721775
4.34,-2.45089074063731,-5.18298526236232
4.341,-2.44858971347429,-5.1873135723501
4.342,-2.44629677367283,-5.19163444952515
4.343,-2.4440119813044,-5.19594778517192
4.344,-2.4417353974707,-5.20025346950739
4.345,-2.43946708432333,-5.20455139167318
4.346,-2.43720710508374,-5.20884143972761
4.347,-2.43495552406364,-5.21312350063815
4.348,-2.4327124066859,-5.21739746027348
4.349,-2.43047781950583,-5.22166320339594
4.35,-2.428251830233,-5.22592061365392
4.351,-2.42603450775351,-5.23016957357426
4.352,-2.42382592215273,-5.23440996455485
4.353,-2.42162614473858,-5.23864166685726
4.354,-2.4194352480653,-5.24286455959938
4.355,-2.41725330595774,-5.24707852074836
4.356,-2.41508039353622,-5.25128342711338
4.357,-2.41291658724188,-5.25547915433874
4.358,-2.41076196486272,-5.25966557689704
4.359,-2.40861660556008,-5.26384256808231
4.36,-2.40648058989578,-5.26801000000355
4.361,-2.40435399985987,-5.27216774357824
4.362,-2.40223691889904,-5.27631566852585
4.363,-2.40012943194558,-5.28045364336201
4.364,-2.39803162544704,-5.28458153539228
4.365,-2.39594358739664,-5.28869921070641
4.366,-2.39386540736422,-5.29280653417276
4.367,-2.39179717652801,-5.29690336943292
4.368,-2.38973898770712,-5.30098957889642
4.369,-2.38769093539468,-5.30506502373584
4.37,-2.38565311579183,-5.30912956388209
4.371,-2.38362562684251,-5.31318305801979
4.372,-2.38160856826896,-5.31722536358324
4.373,-2.37960204160806,-5.3212563367523
4.374,-2.37760615024862,-5.32527583244886
4.375,-2.37562099946941,-5.32928370433343
4.376,-2.37364669647807,-5.33327980480211
4.377,-2.37168335045109,-5.33726398498391
4.378,-2.36973107257451,-5.34123609473839
4.379,-2.36778997608573,-5.34519598265371
4.38,-2.3658601763162,-5.34914349604506
4.381,-2.36394179073521,-5.35307848095346
4.382,-2.36203493899463,-5.35700078214494
4.383,-2.36013974297474,-5.36091024311041
4.384,-2.35825632683119,-5.36480670606564
4.385,-2.35638481704296,-5.368690011952
4.386,-2.35452534246162,-5.37256000043763
4.387,-2.35267803436158,-5.37641650991906
4.388,-2.35084302649175,-5.38025937752357
4.389,-2.34902045512825,-5.38408843911189
4.39,-2.3472104591285,-5.38790352928173
4.391,-2.34541317998659,-5.39170448137184
4.392,-2.34362876188994,-5.39549112746673
4.393,-2.34185735177741,-5.39926329840213
4.394,-2.34009909939877,-5.40302082377114
4.395,-2.33835415737557,-5.40676353193111
4.396,-2.33662268126365,-5.41049125001133
4.397,-2.33490482961698,-5.41420380392159
4.398,-2.33320076405318,-5.41790101836156
4.399,-2.33151064932067,-5.42158271683095
4.4,-2.32983465336737,-5.42524872164083
4.401,-2.32817294741116,-5.42889885392569
4.402,-2.3265257060121,-5.43253293365667
4.403,-2.32489310714638,-5.43615077965573
4.404,-2.32327533228214,-5.43975220961097
4.405,-2.32167256645717,-5.44333704009313
4.406,-2.32008499835852,-5.44690508657316
4.407,-2.3185128204042,-5.45045616344115
4.408,-2.31695622882676,-5.45399008402645
4.409,-2.31541542375912,-5.45750666061922
4.41,-2.31389060932247,-5.46100570449321
4.411,-2.31238199371643,-5.46448702593028
4.412,-2.31088978931147,-5.46795043424609
4.413,-2.30941421274365,-5.47139573781759
4.414,-2.30795548501181,-5.47482274411211
4.415,-2.30651383157723,-5.478231259718
4.416,-2.30508948246575,-5.48162109037728
4.417,-2.30368267237262,-5.48499204101995
4.418,-2.30229364076991,-5.48834391580019
4.419,-2.30092263201682,-5.49167651813474
4.42,-2.29956989547267,-5.49498965074307
4.421,-2.29823568561291,-5.49828311569004
4.422,-2.29692026214808,-5.50155671443045
4.423,-2.29562389014589,-5.50481024785608
4.424,-2.29434684015639,-5.50804351634522
4.425,-2.29308938834047,-5.51125631981455
4.426,-2.29185181660169,-5.51444845777365
4.427,-2.29063441272147,-5.51761972938235
4.428,-2.28943747049796,-5.52076993351077
4.429,-2.28826128988839,-5.52389886880233
4.43,-2.2871061771553,-5.52700633373976
4.431,-2.28597244501652,-5.53009212671432
4.432,-2.28486041279913,-5.53315604609832
4.433,-2.28377040659748,-5.53619789032097
4.434,-2.28270275943545,-5.5392174579478
4.435,-2.28165781143289,-5.54221454776384
4.436,-2.28063590997662,-5.5451889588605
4.437,-2.27963740989587,-5.54814049072652
4.438,-2.27866267364243,-5.55106894334297
4.439,-2.27771207147568,-5.55397411728261
4.44,-2.27678598165244,-5.5568558138136
4.441,-2.27588479062203,-5.55971383500799
4.442,-2.27500889322649,-5.56254798385479
4.443,-2.27415869290623,-5.56535806437825
4.444,-2.27333460191118,-5.5681438817612
4.445,-2.27253704151768,-5.57090524247377
4.446,-2.27176644225121,-5.5736419544077
4.447,-2.27102324411517,-5.57635382701647
4.448,-2.27030789682578,-5.57904067146148
4.449,-2.26962086005352,-5.58170230076443
4.45,-2.26896260367097,-5.58433852996618
4.451,-2.26833360800752,-5.58694917629242
4.452,-2.26773436411094,-5.58953405932631
4.453,-2.26716537401618,-5.5920930011884
4.454,-2.26662715102143,-5.59462582672404
4.455,-2.26612021997182,-5.59713236369873
4.456,-2.26564511755086,-5.5996124430015
4.457,-2.26520239257986,-5.60206589885691
4.458,-2.26479260632565,-5.60449256904553
4.459,-2.26441633281668,-5.60689229513385
4.46,-2.26407415916787,-5.60926492271343
4.461,-2.26376668591445,-5.61161030164995
4.462,-2.26349452735492,-5.61392828634243
4.463,-2.26325831190357,-5.61621873599305
4.464,-2.26305868245268,-5.6184815148879
4.465,-2.26289629674481,-5.62071649268918
4.466,-2.26277182775528,-5.62292354473927
4.467,-2.26268596408539,-5.62510255237692
4.468,-2.26263941036638,-5.62725340326642
4.469,-2.26263288767469,-5.62937599173982
4.47,-2.26266713395873,-5.63147021915298
4.471,-2.26274290447741,-5.63353599425585
4.472,-2.26286097225094,-5.63557323357759
4.473,-2.26302212852399,-5.63758186182699
4.474,-2.26322718324192,-5.63956181230882
4.475,-2.26347696553993,-5.64151302735691
4.476,-2.26377232424605,-5.64343545878412
4.477,-2.26411412839788,-5.64532906835034
4.478,-2.26450326777372,-5.64719382824893
4.479,-2.26494065343843,-5.64902972161233
4.48,-2.26542721830431,-5.65083674303761
4.481,-2.26596391770758,-5.65261489913263
4.482,-2.26655173000069,-5.65436420908379
4.483,-2.26719165716102,-5.65608470524583
4.484,-2.26788472541636,-5.65777643375485
4.485,-2.2686319858875,-5.65943945516528
4.486,-2.26943451524859,-5.66107384511161
4.487,-2.27029341640548,-5.66267969499597
4.488,-2.27120981919267,-5.66425711270244
4.489,-2.27218488108932,-5.66580622333907
4.49,-2.27321978795459,-5.66732717000867
4.491,-2.27431575478314,-5.66882011460942
4.492,-2.27547402648091,-5.67028523866656
4.493,-2.27669587866189,-5.67172274419592
4.494,-2.27798261846636,-5.67313285460098
4.495,-2.2793355854009,-5.67451581560429
4.496,-2.28075615220095,-5.67587189621461
4.497,-2.28224572571615,-5.67720138973137
4.498,-2.28380574781913,-5.67850461478735
4.499,-2.28543769633819,-5.67978191643125
4.5,-2.28714308601431,-5.68103366725167
4.501,-2.28892346948305,-5.68226026854381
4.502,-2.29078043828186,-5.68346215152048
4.503,-2.29271562388301,-5.68463977856919
4.504,-2.29473069875306,-5.68579364455676
4.505,-2.29682737743887,-5.68692427818323
4.506,-2.29900741768088,-5.68803224338689
4.507,-2.30127262155392,-5.68911814080223
4.508,-2.30362483663607,-5.69018260927258
4.509,-2.30606595720588,-5.69122632741944
4.51,-2.30859792546828,-5.69225001527064
4.511,-2.31122273280956,-5.69325443594904
4.512,-2.31394242108173,-5.69424039742427
4.513,-2.31675908391634,-5.69520875432925
4.514,-2.31967486806825,-5.69616040984421
4.515,-2.32269197478916,-5.69709631765007
4.516,-2.32581266123135,-5.6980174839538
4.517,-2.3290392418814,-5.69892496958807
4.518,-2.332374090024,-5.69981989218769
4.519,-2.33581963923564,-5.70070342844541
4.52,-2.33937838490821,-5.70157681644964
4.521,-2.34305288580192,-5.70244135810681
4.522,-2.34684576562741,-5.70329842165103
4.523,-2.35075971465644,-5.70414944424393
4.524,-2.3547974913606,-5.70499593466736
4.525,-2.35896192407724,-5.70583947611209
4.526,-2.36325591270169,-5.70668172906524
4.527,-2.36768243040498,-5.70752443429955
4.528,-2.37224452537531,-5.70836941596747
4.529,-2.37694532258246,-5.70921858480334
4.53,-2.38178802556302,-5.71007394143652
4.531,-2.38677591822483,-5.71093757981882
4.532,-2.39191236666846,-5.71181169076951
4.533,-2.39720082102341,-5.71269856564076
4.534,-2.40264481729628,-5.71360060010722
4.535,-2.40824797922789,-5.71452029808261
4.536,-2.41401402015638,-5.71546027576677
4.537,-2.41994674488207,-5.71642326582619
4.538,-2.42605005153039,-5.7174121217116
4.539,-2.43232793340831,-5.71842982211527
4.54,-2.43878448084905,-5.71947947557159
4.541,-2.44542388303995,-5.72056432520385
4.542,-2.45225042982717,-5.72168775361995
4.543,-2.45926851349076,-5.72285328796046
4.544,-2.4664826304829,-5.72406460510123
4.545,-2.47389738312121,-5.72532553701355
4.546,-2.48151748122887,-5.72664007628425
4.547,-2.48934774371171,-5.72801238179794
4.548,-2.49739310006229,-5.72944678458358
4.549,-2.50565859177996,-5.73094779382717
4.55,-2.51414937369448,-5.73252010305215
4.551,-2.52287071518029,-5.73416859646872
4.552,-2.53182800124747,-5.73589835549312
4.553,-2.54102673349348,-5.73771466543729
4.554,-2.55047253089966,-5.73962302236907
4.555,-2.56017113045425,-5.74162914014267
4.556,-2.5701283875827,-5.74373895759842
4.557,-2.58035027636449,-5.74595864593047
4.558,-2.5908428895141,-5.74829461622042
4.559,-2.60161243810187,-5.75075352713402
4.56,-2.61266525098927,-5.75334229277758
4.561,-2.62400777395041,-5.75606809070985
4.562,-2.63564656845063,-5.7589383701042
4.563,-2.64758831004982,-5.76196086005494
4.564,-2.65983978639685,-5.76514357802074
4.565,-2.67240789477892,-5.76849483839713
4.566,-2.6852996391869,-5.77202326120836
4.567,-2.69852212685528,-5.77573778090822
4.568,-2.71208256423377,-5.77964765527772
4.569,-2.72598825234293,-5.78376247440645
4.57,-2.74024658146513,-5.78809216974196
4.571,-2.75486502511838,-5.79264702319145
4.572,-2.76985113325778,-5.79743767625663
4.573,-2.78521252464601,-5.80247513918203
4.574,-2.80095687833166,-5.80777080009434
4.575,-2.81709192417044,-5.81333643410867
4.576,-2.83362543232143,-5.81918421237554
4.577,-2.85056520164713,-5.82532671103973
4.578,-2.86791904694322,-5.83177692008033
4.579,-2.88569478491993,-5.83854825199841
4.58,-2.90390021885489,-5.84565455031663
4.581,-2.92254312183369,-5.85311009785192
4.582,-2.94163121849164,-5.86092962472051
4.583,-2.96117216516773,-5.86912831603073
4.584,-2.98117352837998,-5.87772181921745
4.585,-3.00164276152817,-5.88672625096783
4.586,-3.02258717972975,-5.8961582036863
4.587,-3.04401393269307,-5.90603475144318
4.588,-3.06592997553151,-5.91637345534845
4.589,-3.08834203742254,-5.9271923682895
4.59,-3.11125658801723,-5.93851003896908
4.591,-3.1346798015069,-5.95034551517626
4.592,-3.15861751825753,-5.96271834622134
4.593,-3.18307520392601,-5.97564858446263
4.594,-3.20805790597967,-5.98915678585153
4.595,-3.2335702075452,-6.00326400941889
4.596,-3.25961617852435,-6.01799181562534
4.597,-3.2861993239245,-6.03336226349621
4.598,-3.31332252936331,-6.0493979064602
4.599,-3.34098800372457,-6.06612178681059
4.6,-3.36919721895895,-6.08355742870806
4.601,-3.39795084704406,-6.10172882964336
4.602,-3.42724869414289,-6.12066045028016
4.603,-3.45708963202565,-6.14037720259885
4.604,-3.48747152685115,-6.16090443626518
4.605,-3.5183911654376,-6.18226792314981
4.606,-3.54984417919066,-6.20449383992913
4.607,-3.58182496589826,-6.22760874870206
4.608,-3.61432660964782,-6.25163957556296
4.609,-3.64734079917116,-6.27661358707742
4.61,-3.68085774497703,-6.30255836461504
4.611,-3.71486609568878,-6.32950177650145
4.612,-3.749352854067,-6.35747194796151
4.613,-3.78430329326415,-6.3864972288366
4.614,-3.81970087392437,-6.41660615906879
4.615,-3.85552716281682,-6.44782743195929
4.616,-3.89176175376311,-6.48018985522037
4.617,-3.92838219169523,-6.51372230985518
4.618,-3.96536390075696,-6.54845370691526
4.619,-4.00268011743574,-6.58441294220102
4.62,-4.04030182978594,-6.62162884898803
4.621,-4.07819772387264,-6.66013014887865
4.622,-4.11633413862907,-6.69994540089692
4.623,-4.15467503037636,-6.74110294896232
4.624,-4.1931819483004,-6.78363086789669
4.625,-4.23181402221337,-6.82755690813589
4.626,-4.2705279639479,-6.87290843933766
4.627,-4.30927808373015,-6.91971239309159
4.628,-4.34801632286088,-6.96799520495607
4.629,-4.38669230399126,-7.01778275606369
4.63,-4.42525340020923,-7.06910031454698
4.631,-4.46364482405889,-7.12197247705476
4.632,-4.50180973748621,-7.17642311063693
4.633,-4.53968938354639,-7.23247529528734
4.634,-4.57722324051512,-7.29015126744094
4.635,-4.6143491988197,-7.3494723647269
4.636,-4.65100376094651,-7.41045897228204
4.637,-4.68712226418921,-7.47313047092967
4.638,-4.72263912577948,-7.53750518752476
4.639,-4.75748810959546,-7.60360034776318
4.64,-4.79160261327202,-7.67143203174228
4.641,-4.82491597415273,-7.74101513254969
4.642,-4.85736179213086,-7.81236331814479
4.643,-4.88887426703196,-7.88548899677645
4.644,-4.91938854780936,-7.96040328616481
4.645,-4.94884109046029,-8.03711598665346
4.646,-4.97717002123551,-8.11563555850839
4.647,-5.00431550142665,-8.19596910352095
4.648,-5.03022008977454,-8.27812235103926
4.649,-5.05482909836472,-8.36209964852455
4.65,-5.07809093777045,-8.44790395669784
4.651,-5.09995744717547,-8.5355368493115
4.652,-5.12038420526485,-8.62499851754791
4.653,-5.13933081781536,-8.71628777901467
4.654,-5.15676117814794,-8.8094020912768
4.655,-5.17264369692102,-8.90433756983259
4.656,-5.18695149814081,-9.0010890104117
4.657,-5.19966257873447,-9.09964991544599
4.658,-5.21075992956501,-9.20001252453612
4.659,-5.22023161634887,-9.30216784871216
4.66,-5.22807081955613,-9.40610570826413
4.661,-5.23427583301117,-9.51181477390275
4.662,-5.23885002155292,-9.61928261098284
4.663,-5.24180173874383,-9.72849572652104
4.664,-5.24314420621554,-9.83943961871666
4.665,-5.24289535679635,-9.95209882868183
4.666,-5.241077644065,-10.0664569940788
4.667,-5.23771782140778,-10.1824969043602
4.668,-5.23284669401193,-10.3002005573078
4.669,-5.22649884750319,-10.4195492165661
4.67,-5.21871235712536,-10.5405234698749
4.671,-5.20952848146474,-10.6631032877092
4.672,-5.19899134474532,-10.7872680820458
4.673,-5.18714761166564,-10.9129967649852
4.674,-5.17404615862166,-11.0402678069767
4.675,-5.15973774497172,-11.169059294397
4.676,-5.14427468775611,-11.2993489862595
4.677,-5.12771054299767,-11.4311143698451
4.678,-5.11009979639101,-11.5643327150569
4.679,-5.09149756584423,-11.6989811273258
4.68,-5.07195931798243,-11.8350365989096
4.681,-5.05154060036174,-11.9724760584457
4.682,-5.03029679078764,-12.1112764186357
4.683,-5.00828286478699,-12.2514146219587
4.684,-4.98555318195607,-12.3928676843275
4.685,-4.96216129160281,-12.5356127366163
4.686,-4.93815975782212,-12.6796270640082
4.687,-4.91360000389247,-12.8248881431238
4.688,-4.88853217566206,-12.971373676905
4.689,-4.86300502340159,-13.1190616272442
4.69,-4.83706580144033,-13.267930245363
4.691,-4.81076018477257,-13.4179580999481
4.692,-4.78413220171666,-13.5691241030699
4.693,-4.75722418163175,-13.7214075339193
4.694,-4.73007671664532,-13.874788060396
4.695,-4.70272863630997,-14.029245758601
4.696,-4.67521699409668,-14.184761130284
4.697,-4.64757706463361,-14.3413151183044
4.698,-4.6198423506176,-14.498889120167
4.699,-4.59204459835373,-14.6574649997004
4.7,-4.56421382091756,-14.8170250969398
4.701,-4.53637832797987,-14.9775522362891
4.702,-4.50856476138617,-15.1390297330247
4.703,-4.48079813563768,-15.3014413982181
4.704,-4.45310188248101,-15.464771542133
4.705,-4.42549789887065,-15.6290049761749
4.706,-4.39800659763018,-15.7941270134494
4.707,-4.37064696019682,-15.9601234679926
4.708,-4.34343659089214,-16.1269806527269
4.709,-4.31639177221586,-16.2946853762054
4.71,-4.2895275207171,-16.463224938178
4.711,-4.26285764304346,-16.632587124038
4.712,-4.23639479182006,-16.8027601981766
4.713,-4.21015052105303,-16.9737328962831
4.714,-4.18413534079449,-17.1454944166131
4.715,-4.15835877084375,-17.3180344102457
4.716,-4.13282939329511,-17.4913429703379
4.717,-4.10755490377365,-17.6654106203844
4.718,-4.08254216123088,-17.8402283014702
4.719,-4.05779723619629,-18.0157873585104
4.72,-4.03332545740599,-18.1920795254464
4.721,-4.00913145674973,-18.3690969093662
4.722,-3.98521921249494,-18.5468319735094
4.723,-3.96159209076535,-18.7252775190914
4.724,-3.93825288526288,-18.9044266658838
4.725,-3.91520385523593,-19.0842728314684
4.726,-3.89244676170682,-19.2648097090654
4.727,-3.86998290198039,-19.4460312438269
4.728,-3.84781314246335,-19.6279316074644
4.729,-3.82593794983041,-19.810505171067
4.73,-3.80435742057826,-19.9937464759427
4.731,-3.78307130901287,-20.1776502022965
4.732,-3.76207905371868,-20.3622111355386
4.733,-3.74137980256087,-20.5474241299886
4.734,-3.72097243627391,-20.733284069715
4.735,-3.70085559069012,-20.9197858262277
4.736,-3.68102767766342,-21.106924212701
4.737,-3.66148690474383,-21.2946939343732
4.738,-3.6422312936562,-21.4830895347485
4.739,-3.62325869763931,-21.6721053371581
4.74,-3.60456681769782,-21.861735381226
4.741,-3.58615321781997,-22.0519733537223
4.742,-3.56801533921261,-22.2428125132415
4.743,-3.55015051360353,-22.4342456080948
4.744,-3.53255597565956,-22.6262647867475
4.745,-3.51522887456746,-22.8188615000718
4.746,-3.49816628482323,-23.0120263946233
4.747,-3.48136521627299,-23.2057491960865
4.748,-3.46482262344791,-23.4000185819529
4.749,-3.44853541423312,-23.5948220424353
4.75,-3.43250045790917,-23.7901457285335
4.751,-3.41671459260265,-23.9859742860978
4.752,-3.4011746321814,-24.1822906746429
4.753,-3.3858773726276,-24.3790759695975
4.754,-3.37081959791998,-24.5763091465914
4.755,-3.35599808545638,-24.7739668462972
4.756,-3.3414096110444,-24.9720231182861
4.757,-3.32705095348777,-25.1704491422889
4.758,-3.31291889879402,-25.3692129252049
4.759,-3.29901024402788,-25.5682789721738
4.76,-3.28532180083321,-25.7676079300181
4.761,-3.27185039864545,-25.9671562013853
4.762,-3.25859288761488,-26.1668755279882
4.763,-3.2455461412601,-26.3667125414503
4.764,-3.23270705886993,-26.5666082804447
4.765,-3.2200725676709,-26.766497673061
4.766,-3.2076396247764,-26.9663089836864
4.767,-3.19540521893267,-27.165963224135
4.768,-3.18336637207591,-27.3653735293542
4.769,-3.17152014071417,-27.5644444987683
4.77,-3.15986361714569,-27.7630715052596
4.771,-3.14839393052685,-27.9611399748874
4.772,-3.13710824779948,-28.1585246418358
4.773,-3.12600377448874,-28.3550887846766
4.774,-3.11507775538093,-28.5506834519508
4.775,-3.10432747509027,-28.7451466872717
4.776,-3.0937502585234,-28.9383027666716
4.777,-3.08334347124939,-29.1299614637455
4.778,-3.07310451978255,-29.3199173612738
4.779,-3.0630308517854,-29.5079492313867
4.78,-3.05311995619782,-29.6938195099065
4.781,-3.04336936329876,-29.8772738941625
4.782,-3.03377664470608,-30.0580410971646
4.783,-3.02433941331969,-30.2358327943725
4.784,-3.01505532321298,-30.4103438021263
4.785,-3.00592206947729,-30.5812525288475
4.786,-2.99693738802316,-30.7482217410084
4.787,-2.98809905534313,-30.9108996851839
