Freq [GHz],S11_HFSS,S21_HFSS,S31_HFSS,S41_HFSS
2.352,-24.1816104,-3.43621796,-3.207647613,-27.59630928
2.353,-24.1730093,-3.434974012,-3.208937113,-27.64312332
2.354,-24.1643475,-3.433738268,-3.210221855,-27.69011133
2.355,-24.15562699,-3.432510707,-3.211501829,-27.73727459
2.356,-24.14684972,-3.431291309,-3.212777028,-27.78461438
2.357,-24.13801763,-3.430080052,-3.214047442,-27.83213198
2.358,-24.12913265,-3.428876917,-3.215313063,-27.8798287
2.359,-24.12019667,-3.427681882,-3.216573883,-27.92770582
2.36,-24.11121155,-3.426494929,-3.217829892,-27.97576465
2.361,-24.10217916,-3.425316036,-3.219081084,-28.02400648
2.362,-24.0931013,-3.424145183,-3.220327449,-28.07243262
2.363,-24.08397979,-3.422982352,-3.221568979,-28.12104437
2.364,-24.07481641,-3.421827521,-3.222805667,-28.16984304
2.365,-24.06561291,-3.420680673,-3.224037503,-28.21882995
2.366,-24.05637102,-3.419541786,-3.225264481,-28.26800639
2.367,-24.04709245,-3.418410842,-3.226486592,-28.31737369
2.368,-24.0377789,-3.417287822,-3.227703828,-28.36693314
2.369,-24.02843202,-3.416172706,-3.228916182,-28.41668606
2.37,-24.01905347,-3.415065477,-3.230123645,-28.46663376
2.371,-24.00964486,-3.413966114,-3.23132621,-28.51677755
2.372,-24.00020778,-3.4128746,-3.232523869,-28.56711872
2.373,-23.99074383,-3.411790915,-3.233716615,-28.61765859
2.374,-23.98125454,-3.410715042,-3.23490444,-28.66839843
2.375,-23.97174145,-3.409646963,-3.236087336,-28.71933956
2.376,-23.96220607,-3.408586658,-3.237265297,-28.77048326
2.377,-23.95264989,-3.407534111,-3.238438315,-28.8218308
2.378,-23.94307438,-3.406489302,-3.239606382,-28.87338347
2.379,-23.93348098,-3.405452216,-3.240769492,-28.92514252
2.38,-23.92387111,-3.404422833,-3.241927637,-28.97710923
2.381,-23.91424618,-3.403401137,-3.24308081,-29.02928483
2.382,-23.90460757,-3.40238711,-3.244229003,-29.08167056
2.383,-23.89495665,-3.401380735,-3.245372211,-29.13426766
2.384,-23.88529474,-3.400381994,-3.246510426,-29.18707732
2.385,-23.87562317,-3.399390872,-3.247643641,-29.24010076
2.386,-23.86594324,-3.39840735,-3.248771849,-29.29333915
2.387,-23.85625624,-3.397431412,-3.249895043,-29.34679366
2.388,-23.84656341,-3.396463043,-3.251013218,-29.40046545
2.389,-23.836866,-3.395502224,-3.252126365,-29.45435563
2.39,-23.82716523,-3.39454894,-3.253234479,-29.50846532
2.391,-23.8174623,-3.393603175,-3.254337552,-29.5627956
2.392,-23.80775839,-3.392664912,-3.255435579,-29.61734754
2.393,-23.79805467,-3.391734135,-3.256528553,-29.67212216
2.394,-23.78835227,-3.390810829,-3.257616468,-29.72712048
2.395,-23.77865232,-3.389894978,-3.258699316,-29.78234347
2.396,-23.76895593,-3.388986566,-3.259777093,-29.83779208
2.397,-23.75926419,-3.388085578,-3.260849791,-29.89346721
2.398,-23.74957816,-3.387191998,-3.261917404,-29.94936976
2.399,-23.7398989,-3.386305811,-3.262979927,-30.00550054
2.4,-23.73022745,-3.385427001,-3.264037353,-30.06186036
2.401,-23.72056481,-3.384555555,-3.265089676,-30.11844998
2.402,-23.71091199,-3.383691457,-3.26613689,-30.17527009
2.403,-23.70126998,-3.382834691,-3.26717899,-30.23232135
2.404,-23.69163973,-3.381985244,-3.268215969,-30.28960437
2.405,-23.68202219,-3.381143101,-3.269247821,-30.34711971
2.406,-23.67241831,-3.380308248,-3.270274541,-30.40486785
2.407,-23.66282898,-3.379480669,-3.271296124,-30.46284923
2.408,-23.65325512,-3.378660352,-3.272312562,-30.52106421
2.409,-23.64369761,-3.377847281,-3.273323852,-30.57951309
2.41,-23.63415731,-3.377041443,-3.274329987,-30.6381961
2.411,-23.62463508,-3.376242824,-3.275330961,-30.69711339
2.412,-23.61513175,-3.37545141,-3.276326769,-30.75626503
2.413,-23.60564815,-3.374667187,-3.277317407,-30.81565101
2.414,-23.59618508,-3.373890143,-3.278302868,-30.87527121
2.415,-23.58674333,-3.373120263,-3.279283146,-30.93512545
2.416,-23.57732369,-3.372357534,-3.280258238,-30.99521343
2.417,-23.56792692,-3.371601944,-3.281228137,-31.05553474
2.418,-23.55855376,-3.370853478,-3.282192839,-31.11608887
2.419,-23.54920495,-3.370112125,-3.283152337,-31.17687521
2.42,-23.53988121,-3.369377871,-3.284106628,-31.237893
2.421,-23.53058325,-3.368650703,-3.285055707,-31.29914137
2.422,-23.52131176,-3.367930609,-3.285999567,-31.36061931
2.423,-23.51206742,-3.367217577,-3.286938204,-31.42232569
2.424,-23.50285091,-3.366511593,-3.287871614,-31.4842592
2.425,-23.49366287,-3.365812647,-3.288799792,-31.54641839
2.426,-23.48450394,-3.365120724,-3.289722732,-31.60880167
2.427,-23.47537476,-3.364435814,-3.290640429,-31.67140724
2.428,-23.46627594,-3.363757905,-3.291552881,-31.73423315
2.429,-23.45720809,-3.363086984,-3.29246008,-31.79727727
2.43,-23.4481718,-3.36242304,-3.293362024,-31.86053724
2.431,-23.43916765,-3.361766061,-3.294258707,-31.92401054
2.432,-23.43019621,-3.361116036,-3.295150125,-31.9876944
2.433,-23.42125803,-3.360472953,-3.296036273,-32.05158584
2.434,-23.41235367,-3.359836801,-3.296917147,-32.11568166
2.435,-23.40348365,-3.359207569,-3.297792743,-32.17997839
2.436,-23.39464851,-3.358585245,-3.298663056,-32.24447232
2.437,-23.38584875,-3.357969819,-3.299528082,-32.30915947
2.438,-23.37708487,-3.35736128,-3.300387816,-32.37403558
2.439,-23.36835737,-3.356759617,-3.301242255,-32.4390961
2.44,-23.35966673,-3.356164819,-3.302091394,-32.50433617
2.441,-23.35101342,-3.355576876,-3.30293523,-32.56975063
2.442,-23.3423979,-3.354995777,-3.303773758,-32.63533396
2.443,-23.33382062,-3.354421512,-3.304606973,-32.70108032
2.444,-23.32528202,-3.353854071,-3.305434873,-32.7669835
2.445,-23.31678253,-3.353293443,-3.306257453,-32.83303692
2.446,-23.30832258,-3.352739619,-3.307074709,-32.8992336
2.447,-23.29990258,-3.352192589,-3.307886638,-32.96556617
2.448,-23.29152292,-3.351652342,-3.308693235,-33.03202682
2.449,-23.28318401,-3.351118869,-3.309494497,-33.09860731
2.45,-23.27488623,-3.350592161,-3.31029042,-33.16529894
2.451,-23.26662995,-3.350072208,-3.311081,-33.23209254
2.452,-23.25841554,-3.349559,-3.311866234,-33.29897845
2.453,-23.25024337,-3.349052529,-3.312646118,-33.3659465
2.454,-23.24211378,-3.348552784,-3.313420649,-33.43298597
2.455,-23.23402711,-3.348059757,-3.314189823,-33.50008561
2.456,-23.2259837,-3.347573439,-3.314953637,-33.5672336
2.457,-23.21798387,-3.347093821,-3.315712086,-33.63441753
2.458,-23.21002795,-3.346620895,-3.316465169,-33.70162439
2.459,-23.20211624,-3.34615465,-3.31721288,-33.76884052
2.46,-23.19424904,-3.34569508,-3.317955218,-33.83605163
2.461,-23.18642665,-3.345242175,-3.318692179,-33.90324275
2.462,-23.17864936,-3.344795927,-3.31942376,-33.97039823
2.463,-23.17091745,-3.344356327,-3.320149956,-34.0375017
2.464,-23.16323119,-3.343923369,-3.320870766,-34.10453606
2.465,-23.15559084,-3.343497042,-3.321586187,-34.17148347
2.466,-23.14799667,-3.34307734,-3.322296214,-34.23832529
2.467,-23.14044892,-3.342664255,-3.323000845,-34.30504213
2.468,-23.13294785,-3.342257778,-3.323700078,-34.37161377
2.469,-23.12549369,-3.341857902,-3.324393909,-34.43801914
2.47,-23.11808667,-3.34146462,-3.325082335,-34.50423636
2.471,-23.11072702,-3.341077924,-3.325765353,-34.57024267
2.472,-23.10341495,-3.340697806,-3.326442961,-34.63601444
2.473,-23.09615068,-3.34032426,-3.327115156,-34.70152714
2.474,-23.08893442,-3.339957278,-3.327781934,-34.76675533
2.475,-23.08176637,-3.339596853,-3.328443294,-34.83167266
2.476,-23.07464671,-3.339242978,-3.329099233,-34.89625185
2.477,-23.06757565,-3.338895646,-3.329749748,-34.96046471
2.478,-23.06055336,-3.33855485,-3.330394836,-35.02428206
2.479,-23.05358001,-3.338220584,-3.331034495,-35.08767383
2.48,-23.04665579,-3.33789284,-3.331668723,-35.15060896
2.481,-23.03978085,-3.337571614,-3.332297516,-35.21305549
2.482,-23.03295536,-3.337256897,-3.332920873,-35.2749805
2.483,-23.02617947,-3.336948684,-3.333538791,-35.33635016
2.484,-23.01945333,-3.336646969,-3.334151268,-35.3971297
2.485,-23.01277708,-3.336351745,-3.334758301,-35.4572835
2.486,-23.00615087,-3.336063007,-3.335359888,-35.51677501
2.487,-22.99957483,-3.335780748,-3.335956027,-35.57556688
2.488,-22.99304909,-3.335504963,-3.336546716,-35.63362092
2.489,-22.98657376,-3.335235645,-3.337131953,-35.69089814
2.49,-22.98014898,-3.33497279,-3.337711735,-35.74735882
2.491,-22.97377485,-3.334716392,-3.33828606,-35.80296255
2.492,-22.96745149,-3.334466445,-3.338854926,-35.85766827
2.493,-22.961179,-3.334222944,-3.339418332,-35.9114343
2.494,-22.95495748,-3.333985884,-3.339976275,-35.96421847
2.495,-22.94878703,-3.333755259,-3.340528753,-36.01597813
2.496,-22.94266774,-3.333531065,-3.341075765,-36.06667024
2.497,-22.93659969,-3.333313296,-3.341617308,-36.11625147
2.498,-22.93058298,-3.333101948,-3.342153381,-36.16467826
2.499,-22.92461767,-3.332897015,-3.342683982,-36.21190692
2.5,-22.91870384,-3.332698494,-3.34320911,-36.25789374
2.501,-22.91284157,-3.33250638,-3.343728761,-36.30259508
2.502,-22.90703091,-3.332320668,-3.344242936,-36.34596748
2.503,-22.90127194,-3.332141353,-3.344751632,-36.38796778
2.504,-22.89556471,-3.331968432,-3.345254847,-36.42855325
2.505,-22.88990927,-3.3318019,-3.34575258,-36.46768167
2.506,-22.88430567,-3.331641753,-3.34624483,-36.50531149
2.507,-22.87875397,-3.331487987,-3.346731595,-36.54140197
2.508,-22.8732542,-3.331340598,-3.347212873,-36.57591328
2.509,-22.86780641,-3.331199583,-3.347688663,-36.60880665
2.51,-22.86241062,-3.331064937,-3.348158964,-36.64004448
2.511,-22.85706687,-3.330936657,-3.348623775,-36.66959052
2.512,-22.85177519,-3.330814739,-3.349083093,-36.69740997
2.513,-22.84653561,-3.330699181,-3.349536918,-36.7234696
2.514,-22.84134814,-3.330589978,-3.349985249,-36.7477379
2.515,-22.8362128,-3.330487127,-3.350428084,-36.77018521
2.516,-22.83112962,-3.330390625,-3.350865422,-36.79078382
2.517,-22.82609858,-3.330300469,-3.351297262,-36.80950809
2.518,-22.82111972,-3.330216656,-3.351723603,-36.82633456
2.519,-22.81619303,-3.330139184,-3.352144444,-36.84124204
2.52,-22.8113185,-3.330068048,-3.352559784,-36.85421172
2.521,-22.80649615,-3.330003247,-3.352969621,-36.86522725
2.522,-22.80172596,-3.329944778,-3.353373956,-36.87427478
2.523,-22.79700793,-3.329892639,-3.353772786,-36.88134307
2.524,-22.79234204,-3.329846826,-3.354166111,-36.8864235
2.525,-22.78772829,-3.329807339,-3.354553931,-36.88951014
2.526,-22.78316664,-3.329774173,-3.354936244,-36.89059975
2.527,-22.77865709,-3.329747328,-3.35531305,-36.88969182
2.528,-22.77419961,-3.329726801,-3.355684347,-36.88678855
2.529,-22.76979416,-3.32971259,-3.356050136,-36.88189485
2.53,-22.76544073,-3.329704693,-3.356410415,-36.87501832
2.531,-22.76113929,-3.329703109,-3.356765184,-36.86616923
2.532,-22.75688978,-3.329707836,-3.357114443,-36.85536042
2.533,-22.75269218,-3.329718872,-3.35745819,-36.84260732
2.534,-22.74854645,-3.329736215,-3.357796425,-36.82792781
2.535,-22.74445254,-3.329759865,-3.358129148,-36.81134218
2.536,-22.74041041,-3.329789819,-3.358456358,-36.79287305
2.537,-22.73642001,-3.329826078,-3.358778054,-36.77254524
2.538,-22.73248128,-3.329868638,-3.359094238,-36.75038569
2.539,-22.72859416,-3.329917501,-3.359404907,-36.72642335
2.54,-22.72475862,-3.329972663,-3.359710061,-36.70068903
2.541,-22.72097457,-3.330034126,-3.360009702,-36.67321533
2.542,-22.71724197,-3.330101887,-3.360303827,-36.64403647
2.543,-22.71356073,-3.330175946,-3.360592437,-36.61318817
2.544,-22.70993081,-3.330256303,-3.360875532,-36.58070754
2.545,-22.70635212,-3.330342956,-3.361153112,-36.54663292
2.546,-22.7028246,-3.330435906,-3.361425176,-36.51100376
2.547,-22.69934816,-3.330535153,-3.361691724,-36.47386048
2.548,-22.69592273,-3.330640695,-3.361952757,-36.43524434
2.549,-22.69254824,-3.330752534,-3.362208274,-36.39519733
2.55,-22.68922458,-3.330870668,-3.362458276,-36.353762
2.551,-22.68595169,-3.330995098,-3.362702762,-36.31098138
2.552,-22.68272946,-3.331125824,-3.362941732,-36.26689882
2.553,-22.67955782,-3.331262846,-3.363175187,-36.22155793
2.554,-22.67643666,-3.331406164,-3.363403126,-36.17500241
2.555,-22.6733659,-3.331555779,-3.363625551,-36.12727597
2.556,-22.67034542,-3.331711692,-3.363842461,-36.07842224
2.557,-22.66737514,-3.331873903,-3.364053856,-36.02848466
2.558,-22.66445495,-3.332042412,-3.364259737,-35.9775064
2.559,-22.66158473,-3.33221722,-3.364460104,-35.92553027
2.56,-22.6587644,-3.332398329,-3.364654958,-35.87259864
2.561,-22.65599383,-3.332585739,-3.364844298,-35.81875341
2.562,-22.6532729,-3.332779451,-3.365028126,-35.76403586
2.563,-22.65060152,-3.332979466,-3.365206442,-35.7084867
2.564,-22.64797955,-3.333185786,-3.365379245,-35.6521459
2.565,-22.64540688,-3.333398412,-3.365546538,-35.59505276
2.566,-22.64288338,-3.333617345,-3.365708319,-35.53724577
2.567,-22.64040893,-3.333842586,-3.365864591,-35.47876263
2.568,-22.6379834,-3.334074138,-3.366015354,-35.4196402
2.569,-22.63560667,-3.334312002,-3.366160607,-35.35991447
2.57,-22.63327859,-3.33455618,-3.366300353,-35.29962054
2.571,-22.63099904,-3.334806673,-3.366434591,-35.23879261
2.572,-22.62876787,-3.335063483,-3.366563323,-35.17746396
2.573,-22.62658495,-3.335326613,-3.366686548,-35.11566693
2.574,-22.62445014,-3.335596065,-3.36680427,-35.05343292
2.575,-22.62236328,-3.33587184,-3.366916487,-34.9907924
2.576,-22.62032424,-3.336153942,-3.367023201,-34.92777489
2.577,-22.61833286,-3.336442372,-3.367124413,-34.86440897
2.578,-22.61638899,-3.336737133,-3.367220123,-34.80072227
2.579,-22.61449248,-3.337038228,-3.367310334,-34.73674152
2.58,-22.61264317,-3.337345659,-3.367395045,-34.67249249
2.581,-22.61084089,-3.337659429,-3.367474258,-34.60800008
2.582,-22.6090855,-3.337979541,-3.367547975,-34.54328827
2.583,-22.60737682,-3.338305998,-3.367616196,-34.47838015
2.584,-22.60571468,-3.338638802,-3.367678922,-34.41329795
2.585,-22.60409893,-3.338977958,-3.367736154,-34.34806306
2.586,-22.60252937,-3.339323467,-3.367787895,-34.28269602
2.587,-22.60100585,-3.339675335,-3.367834145,-34.21721655
2.588,-22.59952819,-3.340033563,-3.367874905,-34.15164358
2.589,-22.59809619,-3.340398155,-3.367910177,-34.08599526
2.59,-22.59670969,-3.340769115,-3.367939962,-34.02028899
2.591,-22.5953685,-3.341146447,-3.367964262,-33.95454141
2.592,-22.59407242,-3.341530154,-3.367983078,-33.88876846
2.593,-22.59282128,-3.341920241,-3.367996411,-33.82298537
2.594,-22.59161487,-3.342316711,-3.368004264,-33.7572067
2.595,-22.590453,-3.342719567,-3.368006637,-33.69144635
2.596,-22.58933548,-3.343128815,-3.368003533,-33.62571759
2.597,-22.5882621,-3.343544459,-3.367994952,-33.56003307
2.598,-22.58723266,-3.343966503,-3.367980897,-33.49440483
2.599,-22.58624695,-3.34439495,-3.367961369,-33.42884435
2.6,-22.58530477,-3.344829807,-3.36793637,-33.36336257
2.601,-22.58440591,-3.345271077,-3.367905902,-33.29796984
2.602,-22.58355014,-3.345718764,-3.367869967,-33.23267606
2.603,-22.58273726,-3.346172875,-3.367828565,-33.16749057
2.604,-22.58196704,-3.346633413,-3.3677817,-33.10242226
2.605,-22.58123926,-3.347100384,-3.367729373,-33.03747957
2.606,-22.5805537,-3.347573792,-3.367671586,-32.97267045
2.607,-22.57991012,-3.348053643,-3.367608341,-32.90800247
2.608,-22.57930831,-3.348539942,-3.36753964,-32.84348274
2.609,-22.57874801,-3.349032695,-3.367465485,-32.77911802
2.61,-22.578229,-3.349531906,-3.367385878,-32.71491466
2.611,-22.57775103,-3.350037581,-3.367300821,-32.65087866
2.612,-22.57731386,-3.350549726,-3.367210317,-32.58701564
2.613,-22.57691726,-3.351068347,-3.367114367,-32.52333093
2.614,-22.57656096,-3.351593449,-3.367012974,-32.4598295
2.615,-22.57624471,-3.352125038,-3.36690614,-32.39651603
2.616,-22.57596827,-3.352663121,-3.366793867,-32.33339489
2.617,-22.57573137,-3.353207702,-3.366676158,-32.27047018
2.618,-22.57553376,-3.353758789,-3.366553015,-32.20774572
2.619,-22.57537516,-3.354316388,-3.366424439,-32.14522507
2.62,-22.57525531,-3.354880504,-3.366290435,-32.08291155
2.621,-22.57517394,-3.355451145,-3.366151004,-32.02080822
2.622,-22.57513078,-3.356028317,-3.366006148,-31.95891795
2.623,-22.57512555,-3.356612027,-3.365855871,-31.89724336
2.624,-22.57515796,-3.357202281,-3.365700174,-31.83578686
2.625,-22.57522774,-3.357799086,-3.365539061,-31.77455069
2.626,-22.5753346,-3.358402449,-3.365372533,-31.71353688
2.627,-22.57547825,-3.359012377,-3.365200594,-31.65274729
2.628,-22.57565839,-3.359628877,-3.365023247,-31.59218359
2.629,-22.57587473,-3.360251956,-3.364840493,-31.5318473
2.63,-22.57612697,-3.360881623,-3.364652336,-31.47173978
2.631,-22.5764148,-3.361517883,-3.364458779,-31.41186224
2.632,-22.57673791,-3.362160744,-3.364259824,-31.35221575
2.633,-22.577096,-3.362810215,-3.364055474,-31.29280124
2.634,-22.57748875,-3.363466302,-3.363845733,-31.2336195
2.635,-22.57791583,-3.364129014,-3.363630603,-31.17467123
2.636,-22.57837694,-3.364798358,-3.363410087,-31.11595697
2.637,-22.57887174,-3.365474342,-3.363184187,-31.05747718
2.638,-22.57939991,-3.366156974,-3.362952909,-30.99923221
2.639,-22.5799611,-3.366846263,-3.362716253,-30.94122229
2.64,-22.58055499,-3.367542217,-3.362474223,-30.88344757
2.641,-22.58118124,-3.368244844,-3.362226824,-30.82590811
2.642,-22.58183949,-3.368954152,-3.361974056,-30.76860388
2.643,-22.58252941,-3.36967015,-3.361715925,-30.71153476
2.644,-22.58325063,-3.370392847,-3.361452433,-30.65470057
2.645,-22.58400281,-3.371122251,-3.361183583,-30.59810104
2.646,-22.58478557,-3.371858372,-3.36090938,-30.54173583
2.647,-22.58559857,-3.372601217,-3.360629825,-30.48560456
2.648,-22.58644143,-3.373350797,-3.360344923,-30.42970675
2.649,-22.58731377,-3.374107119,-3.360054677,-30.37404188
2.65,-22.58821522,-3.374870195,-3.35975909,-30.31860938
2.651,-22.58914541,-3.375640031,-3.359458166,-30.26340861
2.652,-22.59010394,-3.376416639,-3.359151909,-30.2084389
2.653,-22.59109042,-3.377200028,-3.358840322,-30.15369951
2.654,-22.59210447,-3.377990207,-3.358523409,-30.09918968
2.655,-22.59314569,-3.378787185,-3.358201173,-30.04490859
2.656,-22.59421366,-3.379590974,-3.357873618,-29.99085538
2.657,-22.59530799,-3.380401582,-3.357540749,-29.93702917
2.658,-22.59642827,-3.381219019,-3.357202567,-29.88342904
2.659,-22.59757408,-3.382043297,-3.356859078,-29.83005402
2.66,-22.598745,-3.382874424,-3.356510285,-29.77690312
2.661,-22.5999406,-3.383712411,-3.356156193,-29.72397533
2.662,-22.60116046,-3.384557269,-3.355796804,-29.67126961
2.663,-22.60240415,-3.385409008,-3.355432123,-29.61878489
2.664,-22.60367121,-3.386267639,-3.355062155,-29.56652006
2.665,-22.60496122,-3.387133171,-3.354686902,-29.51447403
2.666,-22.60627372,-3.388005618,-3.354306369,-29.46264566
2.667,-22.60760827,-3.388884988,-3.35392056,-29.41103379
2.668,-22.60896439,-3.389771293,-3.35352948,-29.35963725
2.669,-22.61034164,-3.390664544,-3.353133132,-29.30845486
2.67,-22.61173954,-3.391564752,-3.352731521,-29.25748542
2.671,-22.61315762,-3.39247193,-3.35232465,-29.20672772
2.672,-22.6145954,-3.393386087,-3.351912525,-29.15618053
2.673,-22.61605241,-3.394307235,-3.351495149,-29.1058426
2.674,-22.61752815,-3.395235387,-3.351072527,-29.05571271
2.675,-22.61902214,-3.396170553,-3.350644664,-29.00578958
2.676,-22.62053386,-3.397112747,-3.350211563,-28.95607196
2.677,-22.62206283,-3.398061978,-3.349773229,-28.90655856
2.678,-22.62360854,-3.39901826,-3.349329667,-28.85724813
2.679,-22.62517046,-3.399981605,-3.348880881,-28.80813936
2.68,-22.62674808,-3.400952025,-3.348426876,-28.75923098
2.681,-22.62834088,-3.401929532,-3.347967656,-28.71052169
2.682,-22.62994833,-3.402914138,-3.347503227,-28.6620102
2.683,-22.6315699,-3.403905857,-3.347033592,-28.6136952
2.684,-22.63320503,-3.4049047,-3.346558757,-28.5655754
2.685,-22.6348532,-3.405910681,-3.346078726,-28.51764949
2.686,-22.63651384,-3.406923813,-3.345593504,-28.46991617
2.687,-22.63818639,-3.407944108,-3.345103097,-28.42237415
2.688,-22.63987031,-3.408971579,-3.344607508,-28.37502211
2.689,-22.64156501,-3.410006239,-3.344106743,-28.32785875
2.69,-22.64326993,-3.411048103,-3.343600807,-28.28088278
2.691,-22.64498448,-3.412097182,-3.343089705,-28.23409289
2.692,-22.64670808,-3.413153492,-3.342573442,-28.18748779
2.693,-22.64844014,-3.414217044,-3.342052023,-28.14106618
2.694,-22.65018005,-3.415287854,-3.341525453,-28.09482676
2.695,-22.65192723,-3.416365934,-3.340993738,-28.04876826
2.696,-22.65368106,-3.417451299,-3.340456882,-28.00288939
2.697,-22.65544091,-3.418543963,-3.339914891,-27.95718885
2.698,-22.65720619,-3.419643939,-3.33936777,-27.91166538
2.699,-22.65897624,-3.420751243,-3.338815524,-27.86631771
