Freq [GHz],S11 (dB)_HFSS,S11 (dB)_milled,S11 (dB)_z0lver
3.887,-1.027896547,-1.440851,-0.058877604
3.888,-1.027770734,-1.4767354,-0.058931565
3.889,-1.027645377,-1.4567766,-0.058984327
3.89,-1.027520476,-1.4347497,-0.059035291
3.891,-1.027396028,-1.416307,-0.059089253
3.892,-1.027272035,-1.4559284,-0.059142016
3.893,-1.027148493,-1.473708,-0.059196578
3.894,-1.027025404,-1.427195,-0.059248142
3.895,-1.026902765,-1.3851663,-0.059303305
3.896,-1.026780575,-1.4237676,-0.059357268
3.897,-1.026658835,-1.433192,-0.059410632
3.898,-1.026537542,-1.4353873,-0.059462198
3.899,-1.026416697,-1.4050244,-0.059513164
3.9,-1.026296297,-1.3961102,-0.059566529
3.901,-1.026176343,-1.3575331,-0.059616896
3.902,-1.026056833,-1.396304,-0.05967326
3.903,-1.025937767,-1.3982581,-0.059726026
3.904,-1.025819143,-1.3506427,-0.059778193
3.905,-1.025700961,-1.355208,-0.059833358
3.906,-1.02558322,-1.36961,-0.059884326
3.907,-1.025465918,-1.3958739,-0.059937093
3.908,-1.025349056,-1.3582896,-0.05999106
3.909,-1.025232632,-1.3339546,-0.060046226
3.91,-1.025116646,-1.341105,-0.060096596
3.911,-1.025001096,-1.3687804,-0.060148765
3.912,-1.024885982,-1.330531,-0.060202133
3.913,-1.024771303,-1.3178749,-0.0602585
3.914,-1.024657058,-1.2725248,-0.060308271
3.915,-1.024543247,-1.3342532,-0.060358042
3.916,-1.024429867,-1.296554,-0.06041441
3.917,-1.02431692,-1.3135897,-0.060464781
3.918,-1.024204403,-1.2926167,-0.060519351
3.919,-1.024092316,-1.3259501,-0.06057392
3.92,-1.023980659,-1.3246102,-0.060626091
3.921,-1.02386943,-1.3097148,-0.060674065
3.922,-1.023758629,-1.2986093,-0.060728036
3.923,-1.023648254,-1.2660125,-0.060781407
3.924,-1.023538306,-1.2277229,-0.060831181
3.925,-1.023428783,-1.2245659,-0.060886352
3.926,-1.023319684,-1.2250541,-0.060937925
3.927,-1.023211009,-1.2425627,-0.060992497
3.928,-1.023102758,-1.2649468,-0.061042272
3.929,-1.022994928,-1.2382767,-0.061094445
3.93,-1.02288752,-1.2324501,-0.061148419
3.931,-1.022780532,-1.2155939,-0.061204191
3.932,-1.022673965,-1.2086437,-0.061256366
3.933,-1.022567817,-1.2145827,-0.061304942
3.934,-1.022462087,-1.2324343,-0.061357717
3.935,-1.022356775,-1.2487463,-0.061411092
3.936,-1.02225188,-1.2072332,-0.061465666
3.937,-1.022147401,-1.1978924,-0.06152204
3.938,-1.022043338,-1.2102801,-0.061571817
3.939,-1.021939689,-1.1984911,-0.061622794
3.94,-1.021836455,-1.2239475,-0.061674371
3.941,-1.021733634,-1.2062292,-0.061730147
3.942,-1.021631226,-1.1760061,-0.061778726
3.943,-1.021529229,-1.1688404,-0.061834502
3.944,-1.021427644,-1.1624906,-0.061889078
3.945,-1.021326469,-1.1739696,-0.061939457
3.946,-1.021225705,-1.1660203,-0.061990436
3.947,-1.021125349,-1.1549743,-0.062042615
3.948,-1.021025402,-1.1506423,-0.062095993
3.949,-1.020925862,-1.1333861,-0.062145773
3.95,-1.02082673,-1.1609782,-0.062202751
3.951,-1.020728004,-1.1812594,-0.062252532
3.952,-1.020629684,-1.1394919,-0.062306511
3.953,-1.020531769,-1.0917901,-0.062355092
3.954,-1.020434258,-1.1011281,-0.062411471
3.955,-1.020337151,-1.1365727,-0.062463652
3.956,-1.020240446,-1.13785,-0.062514634
3.957,-1.020144145,-1.1303589,-0.062567415
3.958,-1.020048245,-1.1065128,-0.062624395
3.959,-1.019952746,-1.1106675,-0.062675377
3.96,-1.019857647,-1.1191076,-0.06272576
3.961,-1.019762948,-1.0891467,-0.062772544
3.962,-1.019668648,-1.118423,-0.062827726
3.963,-1.019574747,-1.0740606,-0.062879309
3.964,-1.019481244,-1.1244397,-0.062935091
3.965,-1.019388137,-1.0917308,-0.062982476
3.966,-1.019295427,-1.1145576,-0.06303706
3.967,-1.019203113,-1.084591,-0.063092243
3.968,-1.019111195,-1.0848876,-0.063141428
3.969,-1.019019671,-1.0413121,-0.063194212
3.97,-1.018928541,-1.1025279,-0.063247597
3.971,-1.018837804,-1.0509399,-0.063299182
3.972,-1.01874746,-1.0880845,-0.063348969
3.973,-1.018657509,-1.0659206,-0.063402954
3.974,-1.018567949,-1.0684929,-0.063456939
3.975,-1.018478779,-1.0358257,-0.063508526
3.976,-1.01839,-1.060966,-0.063561312
3.977,-1.018301611,-1.0548859,-0.0636099
3.978,-1.018213611,-1.0330215,-0.063663287
3.979,-1.018126,-1.0395626,-0.063715474
3.98,-1.018038776,-1.0815639,-0.063766462
3.981,-1.01795194,-0.99180973,-0.063815651
3.982,-1.01786549,-0.99013305,-0.063869638
3.983,-1.017779426,-1.0067302,-0.063926026
3.984,-1.017693748,-1.0390514,-0.063973416
3.985,-1.017608455,-1.0362358,-0.064023805
3.986,-1.017523547,-0.98862052,-0.064081393
3.987,-1.017439022,-1.0033197,-0.064129383
3.988,-1.01735488,-1.0088675,-0.064180373
3.989,-1.017271121,-1.0000793,-0.064231964
3.99,-1.017187744,-0.99139762,-0.064283554
3.991,-1.017104748,-0.97513896,-0.064332745
3.992,-1.017022133,-1.0025123,-0.064386136
3.993,-1.016939899,-0.96414971,-0.064434728
3.994,-1.016858044,-1.0075395,-0.064488719
3.995,-1.016776569,-0.98208308,-0.064537311
3.996,-1.016695472,-0.97147393,-0.064591303
3.997,-1.016614754,-0.9901526,-0.064642295
3.998,-1.016534412,-1.0047029,-0.064692688
3.999,-1.016454448,-0.97481191,-0.06474668
4,-1.01637486,-0.96009356,-0.064798273
4.001,-1.016295648,-0.99546778,-0.064848067
4.002,-1.016216811,-0.96538442,-0.064899661
4.003,-1.016138349,-0.98690414,-0.064951854
4.004,-1.016060262,-0.97271025,-0.065002849
4.005,-1.015982547,-0.97395802,-0.065056843
4.006,-1.015905206,-0.95627385,-0.065102438
4.007,-1.015828238,-0.97484899,-0.065155233
4.008,-1.015751641,-0.96800077,-0.065209228
4.009,-1.015675416,-0.94853592,-0.065262023
4.01,-1.015599562,-0.9709962,-0.065310019
4.011,-1.015524079,-0.97942579,-0.065362815
4.012,-1.015448965,-0.95773667,-0.065414411
4.013,-1.01537422,-0.96680105,-0.065464208
4.014,-1.015299845,-0.96927339,-0.065512805
4.015,-1.015225837,-0.94638991,-0.065565602
4.016,-1.015152198,-0.97551417,-0.0656136
4.017,-1.015078925,-0.96637332,-0.065669397
4.018,-1.01500602,-0.944453,-0.065720995
4.019,-1.01493348,-0.94831282,-0.065770793
4.02,-1.014861306,-0.959418,-0.065822391
4.021,-1.014789497,-0.95359266,-0.06587039
4.022,-1.014718053,-0.95698875,-0.065922589
4.023,-1.014646973,-0.91474271,-0.065976588
4.024,-1.014576257,-0.92667073,-0.066026988
4.025,-1.014505904,-0.94388336,-0.066077987
4.026,-1.014435913,-0.9344061,-0.066127187
4.027,-1.014366284,-0.90669572,-0.066176387
4.028,-1.014297017,-0.89804703,-0.066228588
4.029,-1.014228111,-0.90420049,-0.066280189
4.03,-1.014159565,-0.95239502,-0.06633179
4.031,-1.014091379,-0.91094214,-0.066380391
4.032,-1.014023553,-0.94507694,-0.066430792
4.033,-1.013956086,-0.92397642,-0.066484194
4.034,-1.013888977,-0.92901468,-0.066531596
4.035,-1.013822227,-0.93225235,-0.066582598
4.036,-1.013755833,-0.92435193,-0.066631801
4.037,-1.013689797,-0.92012638,-0.066679803
4.038,-1.013624118,-0.9515295,-0.066736807
4.039,-1.013558794,-0.92175001,-0.06678181
4.04,-1.013493826,-0.86043119,-0.066834613
4.041,-1.013429213,-0.90509272,-0.066883817
4.042,-1.013364954,-0.92541546,-0.066935421
4.043,-1.013301049,-0.91666031,-0.066985225
4.044,-1.013237498,-0.92043209,-0.06703863
4.045,-1.0131743,-0.95170689,-0.067086635
4.046,-1.013111455,-0.90716732,-0.06713464
4.047,-1.013048961,-0.8800534,-0.067185045
4.048,-1.012986819,-0.89511389,-0.067237851
4.049,-1.012925028,-0.90388054,-0.067287056
4.05,-1.012863588,-0.90505552,-0.067339263
4.051,-1.012802498,-0.89106375,-0.067389069
4.052,-1.012741758,-0.90501165,-0.067440676
4.053,-1.012681366,-0.88586658,-0.067487482
4.054,-1.012621324,-0.92229795,-0.06754149
4.055,-1.012561629,-0.90706182,-0.067587696
4.056,-1.012502282,-0.89064175,-0.067635703
4.057,-1.012443283,-0.88562495,-0.067692112
4.058,-1.01238463,-0.88273209,-0.06774252
4.059,-1.012326323,-0.92226535,-0.067786328
4.06,-1.012268362,-0.83185935,-0.067839737
4.061,-1.012210746,-0.8571009,-0.067888945
4.062,-1.012153476,-0.88902491,-0.067938754
4.063,-1.012096549,-0.93110842,-0.067986763
4.064,-1.012039967,-0.89781743,-0.068034172
4.065,-1.011983727,-0.89446723,-0.068084582
4.066,-1.011927831,-0.88766295,-0.068134392
4.067,-1.011872277,-0.87448955,-0.068184202
4.068,-1.011817065,-0.87087828,-0.068232812
4.069,-1.011762195,-0.89134294,-0.068281423
4.07,-1.011707665,-0.85799009,-0.068330634
4.071,-1.011653477,-0.87887424,-0.068381645
4.072,-1.011599628,-0.89070302,-0.068431456
4.073,-1.011546119,-0.85844588,-0.068483669
4.074,-1.011492949,-0.90185606,-0.068532881
4.075,-1.011440117,-0.86275887,-0.068581492
4.076,-1.011387624,-0.8990159,-0.068628904
4.077,-1.011335468,-0.88703203,-0.068681718
4.078,-1.01128365,-0.87890136,-0.06873033
4.079,-1.011232168,-0.84492147,-0.068778943
4.08,-1.011181023,-0.87396049,-0.068826356
4.081,-1.011130214,-0.85141921,-0.068875569
4.082,-1.01107974,-0.81432354,-0.068922983
4.083,-1.011029601,-0.88066953,-0.068975798
4.084,-1.010979796,-0.86593229,-0.069024412
4.085,-1.010930325,-0.88583297,-0.069071225
4.086,-1.010881188,-0.8655203,-0.06912044
4.087,-1.010832384,-0.83663219,-0.069169655
4.088,-1.010783912,-0.8596316,-0.069223672
4.089,-1.010735773,-0.85964656,-0.069268686
4.09,-1.010687965,-0.86487889,-0.069318502
4.091,-1.010640488,-0.88786608,-0.069365317
4.092,-1.010593342,-0.82485503,-0.069415133
4.093,-1.010546526,-0.8809967,-0.06946435
4.094,-1.01050004,-0.83749574,-0.069512366
4.095,-1.010453884,-0.83133894,-0.069562783
4.096,-1.010408056,-0.85305333,-0.069609599
4.097,-1.010362556,-0.8376385,-0.069661217
4.098,-1.010317385,-0.8433581,-0.069709235
4.099,-1.01027254,-0.83567232,-0.069760253
4.1,-1.010228023,-0.83375913,-0.069808271
4.101,-1.010183833,-0.80164438,-0.06985929
4.102,-1.010139968,-0.80025244,-0.069904307
4.103,-1.010096429,-0.7592054,-0.069951725
4.104,-1.010053215,-0.83645058,-0.069996742
4.105,-1.010010326,-0.81439912,-0.070047162
4.106,-1.009967761,-0.8416937,-0.070097582
4.107,-1.00992552,-0.79116654,-0.070145601
4.108,-1.009883602,-0.8260659,-0.070193621
4.109,-1.009842006,-0.83091992,-0.070243441
4.11,-1.009800733,-0.82039934,-0.070293862
4.111,-1.009759782,-0.85133851,-0.070340682
4.112,-1.009719153,-0.82702172,-0.0703833
4.113,-1.009678844,-0.82131946,-0.070432521
4.114,-1.009638856,-0.82672936,-0.070481742
4.115,-1.009599188,-0.82510197,-0.070530364
4.116,-1.009559839,-0.81412667,-0.070580186
4.117,-1.00952081,-0.81445789,-0.070627007
4.118,-1.009482099,-0.78860903,-0.07067743
4.119,-1.009443706,-0.81694698,-0.07072185
4.12,-1.009405631,-0.80166751,-0.070771073
4.121,-1.009367873,-0.78562069,-0.070816694
4.122,-1.009330432,-0.76429766,-0.070867719
4.123,-1.009293307,-0.82660681,-0.070913941
4.124,-1.009256498,-0.78196156,-0.070964965
4.125,-1.009220004,-0.80699223,-0.071006986
4.126,-1.009183825,-0.79615289,-0.071054409
4.127,-1.009147961,-0.80653208,-0.071104834
4.128,-1.009112411,-0.81783748,-0.071151658
4.129,-1.009077174,-0.78753006,-0.071201483
4.13,-1.00904225,-0.80457973,-0.071248907
4.131,-1.009007638,-0.79050416,-0.071299333
4.132,-1.008973339,-0.81308305,-0.071341955
4.133,-1.008939351,-0.78498322,-0.07138878
4.134,-1.008905675,-0.78914779,-0.071440407
4.135,-1.008872309,-0.79114693,-0.071486632
4.136,-1.008839253,-0.81195986,-0.071535258
4.137,-1.008806508,-0.77643567,-0.071577281
4.138,-1.008774071,-0.78426301,-0.071623507
4.139,-1.008741943,-0.79433823,-0.071671533
4.14,-1.008710123,-0.76655334,-0.071717159
4.141,-1.008678612,-0.80610257,-0.071768788
4.142,-1.008647407,-0.75442833,-0.071815014
4.143,-1.00861651,-0.82110655,-0.07186124
4.144,-1.008585919,-0.75924784,-0.071905666
4.145,-1.008555634,-0.79411423,-0.071951293
4.146,-1.008525655,-0.81189775,-0.07199872
4.147,-1.00849598,-0.79498237,-0.072047949
4.148,-1.00846661,-0.77664906,-0.072094177
4.149,-1.008437544,-0.79027313,-0.072138604
4.15,-1.008408782,-0.79243767,-0.072188434
4.151,-1.008380323,-0.76860088,-0.07223166
4.152,-1.008352166,-0.76920271,-0.07227969
4.153,-1.008324312,-0.79300886,-0.07232832
4.154,-1.008296759,-0.78594345,-0.072372147
4.155,-1.008269508,-0.77410823,-0.072421378
4.156,-1.008242557,-0.74733418,-0.072473011
4.157,-1.008215906,-0.77896678,-0.072515038
4.158,-1.008189556,-0.75418288,-0.072560667
4.159,-1.008163504,-0.77361929,-0.072608698
4.16,-1.008137751,-0.78677714,-0.072653727
4.161,-1.008112297,-0.76920557,-0.072701158
4.162,-1.008087141,-0.78061199,-0.072747989
4.163,-1.008062282,-0.78666836,-0.072793019
4.164,-1.008037719,-0.78793937,-0.072837449
4.165,-1.008013454,-0.77612621,-0.072884881
4.166,-1.007989484,-0.7734347,-0.072929311
4.167,-1.007965809,-0.77267647,-0.072973742
4.168,-1.00794243,-0.79479456,-0.073024777
4.169,-1.007919345,-0.77708501,-0.073069208
4.17,-1.007896554,-0.75336313,-0.073119043
4.171,-1.007874056,-0.74257201,-0.073162873
4.172,-1.007851852,-0.7781167,-0.073210307
4.173,-1.00782994,-0.80866075,-0.073254138
4.174,-1.00780832,-0.76541424,-0.073299771
4.175,-1.007786992,-0.78971469,-0.073344203
4.176,-1.007765954,-0.75574893,-0.073391637
4.177,-1.007745208,-0.77171212,-0.073435469
4.178,-1.007724751,-0.79324937,-0.073482904
4.179,-1.007704584,-0.76913416,-0.073529739
4.18,-1.007684706,-0.76059043,-0.073573571
4.181,-1.007665116,-0.76282322,-0.073620406
4.182,-1.007645815,-0.8015067,-0.073666041
4.183,-1.007626801,-0.76905888,-0.073709273
4.184,-1.007608075,-0.75023752,-0.07375671
4.185,-1.007589635,-0.79097986,-0.073801144
4.186,-1.007571481,-0.77945638,-0.073844977
4.187,-1.007553613,-0.76750892,-0.073891814
4.188,-1.00753603,-0.74774784,-0.073939251
4.189,-1.007518732,-0.78084069,-0.073982485
4.19,-1.007501718,-0.76652902,-0.07402752
4.191,-1.007484987,-0.77403724,-0.074073757
4.192,-1.00746854,-0.76643246,-0.074116991
4.193,-1.007452375,-0.74390179,-0.074162628
4.194,-1.007436493,-0.7653451,-0.074210667
4.195,-1.007420892,-0.74701899,-0.074255703
4.196,-1.007405572,-0.80178154,-0.07430014
4.197,-1.007390533,-0.75348431,-0.074340373
4.198,-1.007375774,-0.76721942,-0.074389613
4.199,-1.007361295,-0.76992816,-0.074437053
4.2,-1.007347094,-0.77992761,-0.07448149
4.201,-1.007333173,-0.75564867,-0.074522324
4.202,-1.007319529,-0.7499187,-0.074570965
4.203,-1.007306164,-0.76739669,-0.074609998
4.204,-1.007293075,-0.76062083,-0.074658039
4.205,-1.007280263,-0.77331078,-0.074701877
4.206,-1.007267727,-0.76978701,-0.074745714
4.207,-1.007255466,-0.77136201,-0.074792555
4.208,-1.007243481,-0.75976896,-0.074839996
4.209,-1.00723177,-0.76229411,-0.074883234
4.21,-1.007220333,-0.74800783,-0.074923469
4.211,-1.00720917,-0.73316413,-0.074971512
4.212,-1.00719828,-0.78803509,-0.075015351
4.213,-1.007187662,-0.77173012,-0.075054986
4.214,-1.007177316,-0.74610239,-0.075100026
4.215,-1.007167242,-0.77592844,-0.075141464
4.216,-1.007157439,-0.7525081,-0.075183502
4.217,-1.007147906,-0.78372866,-0.075232146
4.218,-1.007138643,-0.79512447,-0.075273584
4.219,-1.00712965,-0.7717219,-0.075320427
4.22,-1.007120925,-0.79421657,-0.075363066
4.221,-1.007112469,-0.8066076,-0.075404505
4.222,-1.00710428,-0.76873821,-0.075451949
4.223,-1.007096359,-0.77422124,-0.075498192
4.224,-1.007088705,-0.77767372,-0.075537829
4.225,-1.007081317,-0.77103072,-0.07558047
4.226,-1.007074195,-0.78981638,-0.075624912
4.227,-1.007067338,-0.77011383,-0.075666952
4.228,-1.007060746,-0.77278638,-0.075712596
4.229,-1.007054418,-0.79549396,-0.07575824
4.23,-1.007048353,-0.78418654,-0.075797878
4.231,-1.007042552,-0.76492703,-0.075844123
4.232,-1.007037013,-0.79399538,-0.075884362
4.233,-1.007031737,-0.80936253,-0.075931208
4.234,-1.007026722,-0.77799976,-0.07597445
4.235,-1.007021968,-0.76079202,-0.076015891
4.236,-1.007017474,-0.79375976,-0.076057933
4.237,-1.007013241,-0.7812562,-0.076105981
4.238,-1.007009266,-0.78716528,-0.076143819
4.239,-1.007005551,-0.77672726,-0.076189465
4.24,-1.007002094,-0.78272295,-0.076232708
4.241,-1.006998895,-0.78869849,-0.076274751
4.242,-1.006995953,-0.82067597,-0.076322199
4.243,-1.006993268,-0.7879343,-0.076361239
4.244,-1.006990839,-0.77511626,-0.076409889
4.245,-1.006988666,-0.77790761,-0.076447128
4.246,-1.006986748,-0.79945844,-0.076489772
4.247,-1.006985085,-0.80654645,-0.076533017
4.248,-1.006983676,-0.79266882,-0.076575061
4.249,-1.00698252,-0.79634851,-0.076620708
4.25,-1.006981617,-0.78578103,-0.076662152
4.251,-1.006980967,-0.80583549,-0.076704797
4.252,-1.006980568,-0.81733674,-0.076747442
4.253,-1.006980421,-0.81684619,-0.076788286
4.254,-1.006980525,-0.80931473,-0.076829129
4.255,-1.006980879,-0.77601832,-0.076872376
4.256,-1.006981482,-0.81675255,-0.076918025
4.257,-1.006982335,-0.77848339,-0.076955866
4.258,-1.006983437,-0.79195708,-0.077002116
4.259,-1.006984786,-0.77458584,-0.07704236
4.26,-1.006986384,-0.79461873,-0.077086208
4.261,-1.006988228,-0.77144659,-0.077128254
4.262,-1.006990318,-0.76453751,-0.077172103
4.263,-1.006992655,-0.80188602,-0.077211747
4.264,-1.006995237,-0.82791942,-0.077251991
4.265,-1.006998063,-0.80300826,-0.077294639
4.266,-1.007001134,-0.79667723,-0.077338488
4.267,-1.007004449,-0.82642812,-0.077379334
4.268,-1.007008006,-0.79245794,-0.077424986
4.269,-1.007011807,-0.79481483,-0.077462228
4.27,-1.007015849,-0.81932229,-0.07750788
4.271,-1.007020133,-0.78341717,-0.077546924
4.272,-1.007024657,-0.79788768,-0.077587771
4.273,-1.007029423,-0.79346472,-0.077627417
4.274,-1.007034427,-0.84489876,-0.07767367
4.275,-1.007039672,-0.81878018,-0.077712114
4.276,-1.007045154,-0.77560544,-0.077757767
4.277,-1.007050875,-0.80875391,-0.077800417
4.278,-1.007056834,-0.78806627,-0.077837661
4.279,-1.00706303,-0.83621585,-0.077884516
4.28,-1.007069462,-0.81878042,-0.077922961
4.281,-1.00707613,-0.81410515,-0.077963809
4.282,-1.007083033,-0.82071251,-0.078003456
4.283,-1.007090171,-0.81397945,-0.078044305
4.284,-1.007097543,-0.83911484,-0.078085755
4.285,-1.007105149,-0.86644453,-0.078126604
4.286,-1.007112988,-0.82150656,-0.078168654
4.287,-1.00712106,-0.80156356,-0.078209503
4.288,-1.007129364,-0.80594903,-0.078252756
4.289,-1.007137899,-0.83623058,-0.078292404
4.29,-1.007146664,-0.77134764,-0.07833025
4.291,-1.00715566,-0.83132464,-0.078375906
4.292,-1.007164886,-0.81038666,-0.078413752
4.293,-1.007174341,-0.81582934,-0.078453401
4.294,-1.007184025,-0.80852365,-0.078487644
4.295,-1.007193936,-0.82619792,-0.0785333
4.296,-1.007204075,-0.82801861,-0.078572349
4.297,-1.007214441,-0.83046728,-0.078611998
4.298,-1.007225033,-0.82687747,-0.078656454
4.299,-1.007235851,-0.81179523,-0.078691898
4.3,-1.007246894,-0.81589288,-0.078737556
4.301,-1.007258161,-0.82096964,-0.078778407
4.302,-1.007269653,-0.82389712,-0.078812651
4.303,-1.007281368,-0.79908264,-0.07885951
4.304,-1.007293306,-0.84671789,-0.078894355
4.305,-1.007305466,-0.79292661,-0.078938211
4.306,-1.007317848,-0.82322055,-0.078973056
4.307,-1.007330451,-0.7965737,-0.079016912
4.308,-1.007343275,-0.82907557,-0.079054761
4.309,-1.007356319,-0.80267453,-0.079101622
4.31,-1.007369582,-0.78856856,-0.079135266
4.311,-1.007383064,-0.82785136,-0.079173115
4.312,-1.007396764,-0.84898603,-0.079216372
4.313,-1.007410682,-0.8341462,-0.079256024
4.314,-1.007424817,-0.79547971,-0.079295676
4.315,-1.007439169,-0.80939776,-0.079333526
4.316,-1.007453737,-0.79328603,-0.079376783
4.317,-1.00746852,-0.8347761,-0.079414633
4.318,-1.007483518,-0.83291262,-0.079456689
4.319,-1.00749873,-0.79504526,-0.079493939
4.32,-1.007514156,-0.82535535,-0.079532991
4.321,-1.007529795,-0.84882081,-0.079573245
4.322,-1.007545647,-0.80494773,-0.079610495
4.323,-1.00756171,-0.80564481,-0.079654956
4.324,-1.007577985,-0.82176387,-0.079694609
4.325,-1.007594471,-0.80362099,-0.079732461
4.326,-1.007611167,-0.83265209,-0.079769111
4.327,-1.007628072,-0.80946517,-0.079811168
4.328,-1.007645187,-0.82165331,-0.079849621
4.329,-1.00766251,-0.82364917,-0.079886872
4.33,-1.007680041,-0.83448052,-0.079922321
4.331,-1.007697779,-0.80724525,-0.07996498
4.332,-1.007715724,-0.79377663,-0.080004635
4.333,-1.007733876,-0.79625231,-0.080043689
4.334,-1.007752232,-0.84001744,-0.080076134
4.335,-1.007770794,-0.81634134,-0.080118794
4.336,-1.007789561,-0.82522368,-0.080157248
4.337,-1.007808531,-0.82874739,-0.080196303
4.338,-1.007827704,-0.81880009,-0.080235358
4.339,-1.00784708,-0.83651,-0.080277417
4.34,-1.007866658,-0.80861777,-0.080308662
4.341,-1.007886438,-0.83228505,-0.080351923
4.342,-1.007906419,-0.79144764,-0.080390378
4.343,-1.0079266,-0.78519964,-0.080424026
4.344,-1.00794698,-0.80142409,-0.080466086
4.345,-1.00796756,-0.81697363,-0.080505743
4.346,-1.007988339,-0.80229652,-0.08053819
4.347,-1.008009316,-0.79221058,-0.080583255
4.348,-1.00803049,-0.81579262,-0.080619908
4.349,-1.008051861,-0.81639332,-0.080654759
4.35,-1.008073428,-0.80598217,-0.080695017
4.351,-1.008095191,-0.815817,-0.080733473
4.352,-1.008117149,-0.81960034,-0.080768324
4.353,-1.008139302,-0.83670992,-0.080806781
4.354,-1.008161649,-0.86288553,-0.080845838
4.355,-1.008184189,-0.83293182,-0.080885497
4.356,-1.008206922,-0.84209555,-0.080922752
4.357,-1.008229847,-0.83329701,-0.080958805
4.358,-1.008252964,-0.855865,-0.080997262
4.359,-1.008276272,-0.81101543,-0.081033316
4.36,-1.008299771,-0.84875,-0.081074177
4.361,-1.008323459,-0.80249363,-0.08110963
4.362,-1.008347337,-0.82487494,-0.081143281
4.363,-1.008371403,-0.81177086,-0.081188949
4.364,-1.008395658,-0.81707436,-0.081219596
4.365,-1.0084201,-0.81868756,-0.081259256
4.366,-1.00844473,-0.80708253,-0.081295911
4.367,-1.008469546,-0.79709399,-0.081331966
4.368,-1.008494548,-0.80124247,-0.081366218
4.369,-1.008519735,-0.81731236,-0.081408282
4.37,-1.008545106,-0.84546435,-0.081442535
4.371,-1.008570662,-0.85612601,-0.081480393
4.372,-1.008596402,-0.81004465,-0.081515847
4.373,-1.008622324,-0.79939735,-0.081558513
4.374,-1.008648429,-0.78798872,-0.081586757
4.375,-1.008674716,-0.80831909,-0.081622812
4.376,-1.008701184,-0.79779887,-0.081661272
4.377,-1.008727833,-0.81395477,-0.081697929
4.378,-1.008754662,-0.80022079,-0.081736389
4.379,-1.008781671,-0.81432265,-0.081769441
4.38,-1.008808858,-0.81107301,-0.081806098
4.381,-1.008836224,-0.83289737,-0.081840953
4.382,-1.008863768,-0.80830014,-0.081884221
4.383,-1.008891489,-0.80783641,-0.08191547
4.384,-1.008919387,-0.79725009,-0.081952128
4.385,-1.008947461,-0.81150514,-0.081986984
4.386,-1.008975711,-0.79121739,-0.082023642
4.387,-1.009004135,-0.79485029,-0.082060901
4.388,-1.009032734,-0.83077693,-0.082093954
4.389,-1.009061507,-0.79811776,-0.082134218
4.39,-1.009090453,-0.7900756,-0.082169074
4.391,-1.009119572,-0.83465868,-0.082206935
4.392,-1.009148863,-0.80093229,-0.08224119
4.393,-1.009178325,-0.81175947,-0.082276647
4.394,-1.009207959,-0.83645016,-0.082313907
4.395,-1.009237763,-0.7989189,-0.082349966
4.396,-1.009267737,-0.81555188,-0.082384823
4.397,-1.009297881,-0.81358171,-0.08242028
4.398,-1.009328193,-0.82548058,-0.082458142
4.399,-1.009358673,-0.81090868,-0.082492398
4.4,-1.009389321,-0.84830445,-0.082525452
4.401,-1.009420137,-0.83163691,-0.08256091
4.402,-1.009451118,-0.80822796,-0.082598172
4.403,-1.009482266,-0.81608105,-0.082634231
4.404,-1.009513579,-0.82044184,-0.082667887
4.405,-1.009545057,-0.79884028,-0.082702745
4.406,-1.0095767,-0.8076877,-0.082740607
4.407,-1.009608506,-0.83615297,-0.08277246
4.408,-1.009640475,-0.80752784,-0.082805515
4.409,-1.009672607,-0.82705683,-0.082844581
4.41,-1.009704902,-0.82158273,-0.082881242
4.411,-1.009737357,-0.81142575,-0.082911893
4.412,-1.009769974,-0.80764246,-0.082946752
4.413,-1.009802751,-0.81045383,-0.082984616
4.414,-1.009835689,-0.84532923,-0.083021278
4.415,-1.009868785,-0.82347161,-0.083050728
4.416,-1.009902041,-0.85886061,-0.083088592
4.417,-1.009935454,-0.82977664,-0.083121047
4.418,-1.009969026,-0.83139575,-0.083155906
4.419,-1.010002754,-0.84227502,-0.083190164
4.42,-1.01003664,-0.8282187,-0.083220817
4.421,-1.010070681,-0.82360786,-0.083262288
4.422,-1.010104878,-0.83882201,-0.083296547
4.423,-1.01013923,-0.83302492,-0.0833278
4.424,-1.010173737,-0.83717346,-0.083357852
4.425,-1.010208397,-0.82430005,-0.083396318
4.426,-1.010243211,-0.83957213,-0.083427572
4.427,-1.010278178,-0.81809819,-0.083464837
4.428,-1.010313298,-0.84260976,-0.083496091
4.429,-1.010348569,-0.83036196,-0.083530351
4.43,-1.010383991,-0.85154587,-0.083567015
4.431,-1.010419565,-0.84306473,-0.08360428
4.432,-1.010455288,-0.84974736,-0.08363313
4.433,-1.010491162,-0.85286558,-0.083666789
4.434,-1.010527184,-0.82362032,-0.083701049
4.435,-1.010563355,-0.83551151,-0.083737714
4.436,-1.010599675,-0.84172529,-0.083771373
4.437,-1.010636142,-0.82878762,-0.083800825
4.438,-1.010672756,-0.85053545,-0.083835086
4.439,-1.010709517,-0.83082336,-0.083869347
4.44,-1.010746424,-0.82921433,-0.083901804
4.441,-1.010783477,-0.82970572,-0.083938469
4.442,-1.010820675,-0.85494262,-0.083970326
4.443,-1.010858017,-0.87658286,-0.084002784
4.444,-1.010895504,-0.83740729,-0.084032838
4.445,-1.010933134,-0.86706406,-0.084067099
