"Freq [GHz]","dB(S(3,2)) [] - coupler_x_length='18.8mm' coupler_y_length='18.4mm'","dB(S(4,2)) [] - coupler_x_length='18.8mm' coupler_y_length='18.4mm'","dB(S(4,3)) [] - coupler_x_length='18.8mm' coupler_y_length='18.4mm'"
2.482,-31.2422541845439,-3.47199265161907,-3.68553846424892
2.483,-31.4777402942698,-3.47427933659069,-3.68223247727885
2.484,-31.7193815516525,-3.4765699239881,-3.67894796996428
2.485,-31.9674843253748,-3.47886436426395,-3.67568492052792
2.486,-32.222376098119,-3.48116260800461,-3.67244330697885
2.487,-32.4844070775502,-3.483464605932,-3.66922310711456
2.488,-32.7539518806735,-3.48577030890538,-3.66602429852278
2.489,-33.031411267318,-3.48807966792316,-3.66284685858351
2.49,-33.3172138835755,-3.49039263412466,-3.65969076447091
2.491,-33.6118179545814,-3.49270915879185,-3.6565559931552
2.492,-33.9157128353175,-3.49502919335112,-3.65344252140458
2.493,-34.2294202842297,-3.49735268937497,-3.6503503257871
2.494,-34.5534952617837,-3.49967959858371,-3.6472793826726
2.495,-34.888525966618,-3.50200987284717,-3.6442296682345
2.496,-35.2351326941378,-3.50434346418635,-3.64120115845169
2.497,-35.5939649197383,-3.50668032477505,-3.63819382911043
2.498,-35.9656957475875,-3.50902040694154,-3.6352076558061
2.499,-36.3510124923051,-3.51136366317012,-3.63224261394509
2.5,-36.7506016271047,-3.51371004610276,-3.6292986787466
2.501,-37.1651255715664,-3.51605950854064,-3.62637582524445
2.502,-37.5951877150364,-3.51841200344575,-3.62347402828885
2.503,-38.0412805613273,-3.52076748394238,-3.62059326254821
2.504,-38.5037097995842,-3.52312590331868,-3.6177335025109
2.505,-38.9824843242081,-3.52548721502813,-3.61489472248704
2.506,-39.4771586985656,-3.52785137269108,-3.61207689661019
2.507,-39.9866105147125,-3.53021833009614,-3.60927999883917
2.508,-40.5087314647554,-3.5325880412017,-3.60650400295971
2.509,-41.0400101201392,-3.53496046013731,-3.60374888258624
2.51,-41.5749916839483,-3.53733554120514,-3.60101461116356
2.511,-42.1056252904378,-3.53971323888131,-3.59830116196852
2.512,-42.6205683822191,-3.54209350781734,-3.59560850811175
2.513,-43.1046273016179,-3.54447630284147,-3.59293662253932
2.514,-43.5386731243288,-3.54686157895998,-3.59028547803437
2.515,-43.9005218918348,-3.54924929135855,-3.58765504721883
2.516,-44.1672417016371,-3.55163939540354,-3.58504530255499
2.517,-44.3189122411003,-3.55403184664331,-3.5824562163472
2.518,-44.3429744377521,-3.55642660080943,-3.57988776074344
2.519,-44.2374730321443,-3.55882361381797,-3.57733990773696
2.52,-44.0115954897128,-3.56122284177072,-3.57481262916786
2.521,-43.6832192630145,-3.56362424095642,-3.5723058967247
2.522,-43.2747273794073,-3.56602776785191,-3.56981968194606
2.523,-42.8088986176585,-3.56843337912337,-3.56735395622213
2.524,-42.306069434724,-3.5708410316274,-3.56490869079622
2.525,-41.7828065931323,-3.57325068241224,-3.56248385676638
2.526,-41.2517212836495,-3.57566228871883,-3.56007942508686
2.527,-40.7219130661375,-3.57807580798198,-3.55769536656969
2.528,-40.1996462877072,-3.58049119783135,-3.55533165188618
2.529,-39.6890296027543,-3.58290841609265,-3.55298825156838
2.53,-39.1925979390553,-3.58532742078859,-3.55066513601066
2.531,-38.711770888022,-3.58774817013994,-3.5483622754711
2.532,-38.2471963033206,-3.59017062256658,-3.54607964007304
2.533,-37.7989999214338,-3.59259473668844,-3.54381719980648
2.534,-37.3669629743765,-3.59502047132651,-3.54157492452958
2.535,-36.9506467108161,-3.5974477855038,-3.53935278397008
2.536,-36.5494786812104,-3.59987663844629,-3.5371507477267
2.537,-36.1628118894023,-3.60230698958382,-3.53496878527062
2.538,-35.7899648727247,-3.60473879855104,-3.53280686594685
2.539,-35.4302484649453,-3.60717202518826,-3.53066495897564
2.54,-35.0829833070435,-3.60960662954237,-3.52854303345385
2.541,-34.7475109599692,-3.61204257186765,-3.52644105835638
2.542,-34.4232006162605,-3.61447981262662,-3.52435900253747
2.543,-34.1094528047507,-3.61691831249086,-3.52229683473213
2.544,-33.8057010604363,-3.61935803234184,-3.52025452355741
2.545,-33.5114122363409,-3.62179893327165,-3.5182320375138
2.546,-33.2260859277818,-3.62424097658382,-3.51622934498655
2.547,-32.9492533350563,-3.62668412379403,-3.51424641424696
2.548,-32.6804757894957,-3.62912833663086,-3.51228321345369
2.549,-32.4193430970677,-3.63157357703651,-3.5103397106541
2.55,-32.1654718041192,-3.63401980716749,-3.50841587378549
2.551,-31.9185034551686,-3.6364669893953,-3.50651167067639
2.552,-31.6781028883893,-3.6389150863071,-3.50462706904786
2.553,-31.4439565975399,-3.64136406070635,-3.50276203651471
2.554,-31.2157711773763,-3.64381387561346,-3.50091654058674
2.555,-30.9932718615289,-3.64626449426636,-3.49909054867005
2.556,-30.7762011563409,-3.64871588012115,-3.49728402806817
2.557,-30.5643175705112,-3.65116799685264,-3.49549694598337
2.558,-30.3573944379831,-3.65362080835493,-3.4937292695178
2.559,-30.1552188300447,-3.65607427874195,-3.49198096567473
2.56,-29.9575905517237,-3.65852837234799,-3.49025200135973
2.561,-29.7643212171267,-3.66098305372824,-3.48854234338187
2.562,-29.5752333982181,-3.66343828765924,-3.48685195845485
2.563,-29.3901598415896,-3.66589403913937,-3.48518081319818
2.564,-29.2089427479332,-3.66835027338938,-3.48352887413838
2.565,-29.0314331091955,-3.67080695585274,-3.48189610771004
2.566,-28.8574900986738,-3.67326405219613,-3.48028248025702
2.567,-28.6869805096455,-3.67572152830986,-3.47868795803355
2.568,-28.5197782384364,-3.67817935030824,-3.47711250720536
2.569,-28.3557638081553,-3.68063748452999,-3.47555609385075
2.57,-28.1948239296314,-3.6830958975386,-3.47401868396175
2.571,-28.0368510963773,-3.68555455612266,-3.47250024344515
2.572,-27.8817432106749,-3.68801342729624,-3.47100073812361
2.573,-27.7294032381383,-3.69047247829919,-3.46952013373673
2.574,-27.5797388883337,-3.69293167659742,-3.46805839594211
2.575,-27.4326623192607,-3.69539098988326,-3.4666154903164
2.576,-27.2880898636883,-3.69785038607564,-3.46519138235634
2.577,-27.1459417755243,-3.70030983332044,-3.4637860374798
2.578,-27.0061419945564,-3.70276929999068,-3.46239942102684
2.579,-26.8686179280556,-3.70522875468676,-3.46103149826066
2.58,-26.7333002478631,-3.70768816623671,-3.45968223436868
2.581,-26.6001227017124,-3.71014750369632,-3.45835159446349
2.582,-26.4690219376383,-3.7126067363494,-3.45703954358387
2.583,-26.3399373404373,-3.71506583370788,-3.45574604669578
2.584,-26.2128108792263,-3.71752476551204,-3.45447106869332
2.585,-26.0875869652349,-3.71998350173059,-3.4532145743997
2.586,-25.9642123190383,-3.72244201256082,-3.45197652856821
2.587,-25.8426358465083,-3.72490026842871,-3.45075689588316
2.588,-25.7228085228196,-3.72735823998904,-3.44955564096084
2.589,-25.6046832839092,-3.72981589812545,-3.44837272835043
2.59,-25.4882149248295,-3.73227321395053,-3.44720812253495
2.591,-25.3733600044906,-3.73473015880587,-3.44606178793219
2.592,-25.2600767563252,-3.73718670426209,-3.44493368889558
2.593,-25.1483250044459,-3.73964282211888,-3.44382378971512
2.594,-25.0380660849048,-3.74209848440502,-3.44273205461829
2.595,-24.9292627716927,-3.74455366337836,-3.44165844777092
2.596,-24.8218792071438,-3.74700833152582,-3.44060293327806
2.597,-24.7158808364436,-3.74946246156336,-3.43956547518486
2.598,-24.6112343459547,-3.75191602643595,-3.43854603747746
2.599,-24.5079076051011,-3.7543689993175,-3.43754458408383
2.6,-24.4058696115724,-3.75682135361082,-3.4365610788746
2.601,-24.3050904396243,-3.75927306294749,-3.43559548566393
2.602,-24.2055411912721,-3.76172410118782,-3.43464776821035
2.603,-24.1071939501871,-3.76417444242072,-3.43371789021754
2.604,-24.0100217381191,-3.7666240609636,-3.43280581533523
2.605,-23.9139984736873,-3.76907293136221,-3.43191150715992
2.606,-23.8190989333816,-3.7715210283905,-3.43103492923579
2.607,-23.7252987146424,-3.77396832705049,-3.4301760450554
2.608,-23.6325742008839,-3.77641480257211,-3.42933481806055
2.609,-23.5409025283426,-3.77886043041295,-3.42851121164303
2.61,-23.4502615546397,-3.78130518625815,-3.4277051891454
2.611,-23.3606298289514,-3.78374904602013,-3.42691671386181
2.612,-23.2719865636927,-3.78619198583843,-3.42614574903869
2.613,-23.1843116076224,-3.78863398207945,-3.42539225787555
2.614,-23.0975854202862,-3.79107501133618,-3.42465620352573
2.615,-23.0117890477199,-3.79351505042801,-3.42393754909714
2.616,-22.9269040993391,-3.79595407640044,-3.423236257653
2.617,-22.8429127259466,-3.79839206652477,-3.42255229221255
2.618,-22.7597975987952,-3.80082899829787,-3.4218856157518
2.619,-22.6775418896451,-3.80326484944184,-3.42123619120425
2.62,-22.59612925176,-3.80569959790373,-3.42060398146157
2.621,-22.5155438017914,-3.80813322185519,-3.41998894937435
2.622,-22.4357701025,-3.81056569969216,-3.41939105775276
2.623,-22.3567931462704,-3.81299701003453,-3.41881026936728
2.624,-22.2785983393746,-3.81542713172577,-3.41824654694932
2.625,-22.2011714869455,-3.81785604383257,-3.41769985319198
2.626,-22.1244987786215,-3.82028372564448,-3.4171701507507
2.627,-22.0485667748277,-3.8227101566735,-3.41665740224389
2.628,-21.973362393659,-3.82513531665371,-3.41616157025362
2.629,-21.8988728983361,-3.82755918554087,-3.41568261732631
2.63,-21.8250858852023,-3.82998174351196,-3.4152205059733
2.631,-21.7519892722355,-3.83240297096479,-3.41477519867158
2.632,-21.6795712880482,-3.83482284851757,-3.41434665786436
2.633,-21.6078204613514,-3.83724135700844,-3.41393484596177
2.634,-21.5367256108591,-3.83965847749503,-3.41353972534141
2.635,-21.4662758356115,-3.84207419125397,-3.41316125834905
2.636,-21.396460505697,-3.84448847978048,-3.41279940729918
2.637,-21.3272692533525,-3.8469013247878,-3.41245413447565
2.638,-21.2586919644245,-3.84931270820675,-3.41212540213231
2.639,-21.1907187701738,-3.85172261218521,-3.41181317249353
2.64,-21.1233400394066,-3.85413101908764,-3.41151740775487
2.641,-21.0565463709171,-3.8565379114945,-3.41123807008363
2.642,-20.9903285862279,-3.85894327220176,-3.41097512161943
2.643,-20.9246777226121,-3.86134708422035,-3.41072852447483
2.644,-20.8595850263865,-3.86374933077564,-3.41049824073583
2.645,-20.7950419464619,-3.86614999530682,-3.41028423246253
2.646,-20.7310401281392,-3.8685490614664,-3.41008646168963
2.647,-20.6675714071407,-3.8709465131196,-3.40990489042699
2.648,-20.6046278038655,-3.87334233434378,-3.4097394806602
2.649,-20.5422015178586,-3.87573650942785,-3.40959019435116
2.65,-20.4802849224854,-3.87812902287168,-3.40945699343855
2.651,-20.4188705598024,-3.88051985938546,-3.40933983983843
2.652,-20.3579511356135,-3.88290900388912,-3.40923869544475
2.653,-20.2975195147074,-3.88529644151171,-3.40915352212989
2.654,-20.237568716265,-3.88768215759075,-3.40908428174515
2.655,-20.1780919094319,-3.89006613767159,-3.40903093612132
2.656,-20.1190824090472,-3.89244836750678,-3.40899344706918
2.657,-20.0605336715232,-3.89482883305543,-3.40897177637999
2.658,-20.0024392908699,-3.89720752048251,-3.408965885826
2.659,-19.9447929948569,-3.8995844161582,-3.40897573716098
2.66,-19.8875886413077,-3.90195950665726,-3.4090012921207
2.661,-19.8308202145225,-3.90433277875826,-3.4090425124234
2.662,-19.7744818218212,-3.90670421944297,-3.40909935977033
2.663,-19.7185676902045,-3.90907381589564,-3.40917179584619
2.664,-19.6630721631271,-3.91144155550227,-3.40925978231963
2.665,-19.6079896973781,-3.91380742584993,-3.40936328084371
2.666,-19.5533148600658,-3.91617141472606,-3.40948225305641
2.667,-19.4990423257012,-3.9185335101177,-3.40961666058107
2.668,-19.4451668733779,-3.9208937002108,-3.40976646502683
2.669,-19.3916833840425,-3.92325197338948,-3.40993162798914
2.67,-19.3385868378548,-3.92560831823526,-3.41011211105019
2.671,-19.2858723116318,-3.92796272352636,-3.41030787577938
2.672,-19.2335349763735,-3.93031517823691,-3.41051888373371
2.673,-19.1815700948678,-3.9326656715362,-3.41074509645831
2.674,-19.1299730193704,-3.93501419278793,-3.41098647548683
2.675,-19.0787391893576,-3.9373607315494,-3.41124298234188
2.676,-19.0278641293493,-3.93970527757081,-3.41151457853547
2.677,-18.9773434467989,-3.94204782079438,-3.41180122556944
2.678,-18.927172830049,-3.94438835135363,-3.41210288493588
2.679,-18.8773480463489,-3.94672685957258,-3.41241951811757
2.68,-18.8278649399327,-3.94906333596491,-3.41275108658839
2.681,-18.7787194301556,-3.95139777123323,-3.4130975518137
2.682,-18.7299075096861,-3.95373015626819,-3.41345887525083
2.683,-18.6814252427521,-3.95606048214772,-3.4138350183494
2.684,-18.6332687634394,-3.95838874013619,-3.4142259425518
2.685,-18.5854342740402,-3.96071492168362,-3.41463160929355
2.686,-18.53791804345,-3.96303901842478,-3.41505198000369
2.687,-18.4907164056119,-3.96536102217844,-3.41548701610523
2.688,-18.4438257580052,-3.96768092494648,-3.41593667901546
2.689,-18.3972425601781,-3.96999871891306,-3.41640093014644
2.69,-18.3509633323229,-3.97231439644379,-3.41687973090528
2.691,-18.3049846538907,-3.97462795008484,-3.41737304269461
2.692,-18.2593031622467,-3.97693937256214,-3.4178808269129
2.693,-18.2139155513626,-3.97924865678047,-3.41840304495486
2.694,-18.168818570546,-3.98155579582264,-3.41893965821183
2.695,-18.1240090232053,-3.98386078294858,-3.41949062807213
2.696,-18.0794837656487,-3.9861636115945,-3.42005591592143
2.697,-18.0352397059165,-3.98846427537202,-3.4206354831431
2.698,-17.9912738026453,-3.99076276806725,-3.4212292911186
2.699,-17.9475830639636,-3.99305908363995,-3.42183730122785
2.7,-17.9041645464168,-3.99535321622264,-3.42245947484952
2.701,-17.8610153539218,-3.99764516011968,-3.42309577336147
2.702,-17.8181326367492,-3.9999349098064,-3.42374615814103
2.703,-17.7755135905332,-4.00222245992821,-3.42441059056539
2.704,-17.7331554553075,-4.00450780529969,-3.42508903201193
2.705,-17.6910555145667,-4.00679094090368,-3.42578144385857
2.706,-17.6492110943525,-4.0090718618904,-3.42648778748409
2.707,-17.6076195623638,-4.0113505635765,-3.4272080242685
2.708,-17.56627832709,-4.0136270414442,-3.42794211559334
2.709,-17.5251848369668,-4.01590129114033,-3.42869002284206
2.71,-17.4843365795534,-4.01817330847544,-3.4294517074003
2.711,-17.4437310807313,-4.02044308942287,-3.43022713065625
2.712,-17.4033659039233,-4.02271063011782,-3.43101625400095
2.713,-17.3632386493321,-4.02497592685645,-3.43181903882864
2.714,-17.3233469531988,-4.02723897609493,-3.43263544653707
2.715,-17.2836884870793,-4.0294997744485,-3.43346543852782
2.716,-17.2442609571392,-4.03175831869059,-3.4343089762066
2.717,-17.2050621034659,-4.03401460575181,-3.4351660209836
2.718,-17.1660896993984,-4.03626863271908,-3.43603653427375
2.719,-17.127341550873,-4.03852039683466,-3.43692047749708
2.72,-17.0888154957853,-4.04076989549518,-3.437817812079
2.721,-17.0505094033673,-4.04301712625078,-3.43872849945061
2.722,-17.0124211735807,-4.04526208680409,-3.43965250104902
2.723,-16.9745487365237,-4.0475047750093,-3.4405897783176
2.724,-16.9368900518529,-4.04974518887124,-3.44154029270635
2.725,-16.8994431082183,-4.05198332654438,-3.44250400567214
2.726,-16.8622059227125,-4.05421918633195,-3.44348087867903
2.727,-16.8251765403325,-4.05645276668491,-3.44447087319857
2.728,-16.7883530334544,-4.05868406620106,-3.44547395071007
2.729,-16.7517335013202,-4.06091308362401,-3.44649007270089
2.73,-16.7153160695368,-4.06313981784232,-3.44751920066676
2.731,-16.6790988895868,-4.06536426788845,-3.44856129611202
2.732,-16.6430801383503,-4.06758643293786,-3.44961632054992
2.733,-16.6072580176377,-4.06980631230801,-3.45068423550294
2.734,-16.571630753734,-4.07202390545743,-3.451765002503
2.735,-16.536196596952,-4.07423921198474,-3.45285858309179
2.736,-16.5009538211977,-4.07645223162767,-3.45396493882103
2.737,-16.4659007235431,-4.07866296426213,-3.45508403125273
2.738,-16.4310356238113,-4.08087140990124,-3.4562158219595
2.739,-16.3963568641684,-4.08307756869431,-3.45736027252477
2.74,-16.3618628087266,-4.08528144092596,-3.45851734454313
2.741,-16.3275518431543,-4.08748302701507,-3.4596869996205
2.742,-16.2934223742967,-4.08968232751386,-3.46086919937449
2.743,-16.2594728298028,-4.09187934310692,-3.46206390543463
2.744,-16.2257016577626,-4.0940740746102,-3.46327107944258
2.745,-16.1921073263502,-4.0962665229701,-3.4644906830525
2.746,-16.1586883234763,-4.09845668926246,-3.46572267793121
2.747,-16.1254431564478,-4.10064457469157,-3.4669670257585
2.748,-16.0923703516336,-4.10283018058927,-3.46822368822737
2.749,-16.0594684541396,-4.10501350841392,-3.4694926270443
2.75,-16.0267360274889,-4.10719455974943,-3.47077380392948
2.751,-15.9941716533095,-4.10937333630433,-3.47206718061708
2.752,-15.9617739310292,-4.11154983991076,-3.4733727188555
2.753,-15.9295414775755,-4.11372407252352,-3.4746903804076
2.754,-15.8974729270831,-4.11589603621909,-3.476020127051
2.755,-15.8655669306072,-4.11806573319466,-3.47736192057824
2.756,-15.8338221558425,-4.12023316576717,-3.47871572279712
2.757,-15.8022372868478,-4.12239833637232,-3.48008149553088
2.758,-15.7708110237775,-4.12456124756362,-3.48145920061845
2.759,-15.739542082617,-4.12672190201142,-3.48284879991473
2.76,-15.7084291949249,-4.12888030250192,-3.48425025529079
2.761,-15.6774711075796,-4.13103645193622,-3.48566352863411
2.762,-15.6466665825313,-4.13319035332936,-3.48708858184885
2.763,-15.6160143965593,-4.13534200980933,-3.48852537685606
2.764,-15.585513341034,-4.13749142461611,-3.48997387559392
2.765,-15.5551622216833,-4.13963860110072,-3.49143404001797
2.766,-15.5249598583642,-4.14178354272424,-3.49290583210135
2.767,-15.4949050848391,-4.14392625305685,-3.49438921383502
2.768,-15.4649967485556,-4.14606673577687,-3.49588414722803
2.769,-15.4352337104317,-4.14820499466978,-3.49739059430768
2.77,-15.4056148446448,-4.15034103362728,-3.49890851711981
2.771,-15.3761390384247,-4.15247485664633,-3.50043787772898
2.772,-15.3468051918506,-4.15460646782816,-3.50197863821875
2.773,-15.3176122176528,-4.15673587137737,-3.50353076069185
2.774,-15.288559041017,-4.1588630716009,-3.50509420727043
2.775,-15.2596445993934,-4.16098807290713,-3.50666894009629
2.776,-15.2308678423093,-4.16311087980489,-3.50825492133107
2.777,-15.2022277311848,-4.16523149690254,-3.50985211315651
2.778,-15.1737232391524,-4.16734992890698,-3.51146047777464
2.779,-15.14535335088,-4.16946618062273,-3.513079977408
2.78,-15.1171170623972,-4.17158025695097,-3.51471057429989
2.781,-15.0890133809251,-4.17369216288859,-3.51635223071455
2.782,-15.0610413247087,-4.17580190352723,-3.51800490893737
2.783,-15.0331999228531,-4.17790948405237,-3.51966857127514
2.784,-15.0054882151624,-4.18001490974234,-3.52134318005624
2.785,-14.9779052519817,-4.18211818596742,-3.52302869763085
2.786,-14.950450094042,-4.18421931818888,-3.52472508637119
2.787,-14.9231218123079,-4.18631831195803,-3.52643230867167
2.788,-14.8959194878283,-4.18841517291532,-3.52815032694919
2.789,-14.8688422115895,-4.19050990678937,-3.52987910364324
