Freq [GHz],dB(S11_OFF),dB(S11_ON),dB(S21_OFF),dB(S21_ON)
2.219,-1.1976284335,-19.1843335086,-8.7025625352,-0.5507323112
2.22,-1.1975728948,-19.1815305784,-8.701406458,-0.5508247912
2.221,-1.1975179364,-19.1786806412,-8.7002490795,-0.5509179512
2.222,-1.1974635603,-19.1757837956,-8.699090395,-0.5510117912
2.223,-1.1974097684,-19.1728401411,-8.6979304,-0.5511063112
2.224,-1.1973565627,-19.1698497779,-8.6967690901,-0.551201511
2.225,-1.1973039449,-19.1668128067,-8.6956064607,-0.5512973905
2.226,-1.1972519169,-19.1637293289,-8.6944425074,-0.5513939498
2.227,-1.1972004806,-19.1605994466,-8.6932772258,-0.5514911888
2.228,-1.1971496379,-19.1574232624,-8.6921106114,-0.5515891074
2.229,-1.1970993906,-19.1542008798,-8.6909426599,-0.5516877057
2.23,-1.1970497406,-19.1509324027,-8.6897733668,-0.5517869835
2.231,-1.1970006897,-19.1476179356,-8.6886027278,-0.551886941
2.232,-1.1969522398,-19.1442575838,-8.6874307386,-0.551987578
2.233,-1.1969043927,-19.1408514532,-8.6862573949,-0.5520888947
2.234,-1.1968571502,-19.1373996501,-8.6850826924,-0.552190891
2.235,-1.1968105142,-19.1339022816,-8.6839066268,-0.5522935669
2.236,-1.1967644865,-19.1303594553,-8.6827291939,-0.5523969226
2.237,-1.1967190689,-19.1267712794,-8.6815503895,-0.552500958
2.238,-1.1966742631,-19.1231378627,-8.6803702093,-0.5526056733
2.239,-1.1966300711,-19.1194593147,-8.6791886492,-0.5527110684
2.24,-1.1965864946,-19.1157357451,-8.678005705,-0.5528171435
2.241,-1.1965435355,-19.1119672646,-8.6768213726,-0.5529238987
2.242,-1.1965011954,-19.1081539843,-8.6756356479,-0.553031334
2.243,-1.1964594762,-19.1042960156,-8.6744485267,-0.5531394495
2.244,-1.1964183797,-19.1003934709,-8.673260005,-0.5532482455
2.245,-1.1963779076,-19.0964464628,-8.6720700788,-0.5533577219
2.246,-1.1963380618,-19.0924551046,-8.670878744,-0.553467879
2.247,-1.1962988439,-19.08841951,-8.6696859966,-0.5535787168
2.248,-1.1962602558,-19.0843397934,-8.6684918325,-0.5536902355
2.249,-1.1962222991,-19.0802160695,-8.6672962479,-0.5538024354
2.25,-1.1961849758,-19.0760484538,-8.6660992388,-0.5539153165
2.251,-1.1961482874,-19.0718370619,-8.6649008012,-0.554028879
2.252,-1.1961122357,-19.0675820103,-8.6637009313,-0.5541431231
2.253,-1.1960768226,-19.0632834158,-8.662499625,-0.5542580491
2.254,-1.1960420496,-19.0589413957,-8.6612968787,-0.5543736571
2.255,-1.1960079186,-19.0545560677,-8.6600926884,-0.5544899473
2.256,-1.1959744312,-19.0501275503,-8.6588870502,-0.5546069199
2.257,-1.1959415892,-19.045655962,-8.6576799605,-0.5547245753
2.258,-1.1959093943,-19.0411414221,-8.6564714153,-0.5548429136
2.259,-1.1958778482,-19.0365840502,-8.6552614109,-0.554961935
2.26,-1.1958469525,-19.0319839666,-8.6540499436,-0.5550816399
2.261,-1.1958167091,-19.0273412916,-8.6528370096,-0.5552020285
2.262,-1.1957871195,-19.0226561464,-8.6516226052,-0.5553231011
2.263,-1.1957581855,-19.0179286523,-8.6504067267,-0.555444858
2.264,-1.1957299087,-19.0131589311,-8.6491893705,-0.5555672993
2.265,-1.1957022909,-19.0083471052,-8.6479705329,-0.5556904256
2.266,-1.1956753337,-19.0034932973,-8.6467502102,-0.5558142369
2.267,-1.1956490388,-18.9985976303,-8.6455283989,-0.5559387338
2.268,-1.1956234078,-18.9936602278,-8.6443050953,-0.5560639164
2.269,-1.1955984423,-18.9886812136,-8.6430802959,-0.556189785
2.27,-1.1955741442,-18.9836607122,-8.6418539971,-0.5563163402
2.271,-1.1955505149,-18.9785988486,-8.6406261954,-0.5564435823
2.272,-1.1955275562,-18.9734957477,-8.6393968871,-0.5565715119
2.273,-1.1955052697,-18.9683515346,-8.638166069,-0.5567001289
2.274,-1.195483657,-18.9631663352,-8.6369337374,-0.5568294338
2.275,-1.1954627198,-18.9579402755,-8.6356998889,-0.5569594271
2.276,-1.1954424596,-18.9526734821,-8.63446452,-0.557090109
2.277,-1.1954228782,-18.9473660819,-8.6332276274,-0.55722148
2.278,-1.195403977,-18.9420182021,-8.6319892075,-0.5573535405
2.279,-1.1953857579,-18.9366299702,-8.6307492571,-0.557486291
2.28,-1.1953682222,-18.9312015142,-8.6295077727,-0.5576197318
2.281,-1.1953513717,-18.9257329621,-8.6282647511,-0.5577538634
2.282,-1.195335208,-18.9202244425,-8.6270201888,-0.5578886862
2.283,-1.1953197326,-18.9146760842,-8.6257740825,-0.5580242007
2.284,-1.1953049471,-18.9090880165,-8.6245264289,-0.5581604073
2.285,-1.1952908531,-18.9034603686,-8.6232772248,-0.5582973066
2.286,-1.1952774523,-18.8977932704,-8.622026467,-0.5584348989
2.287,-1.1952647461,-18.8920868518,-8.620774152,-0.5585731849
2.288,-1.1952527362,-18.8863412432,-8.6195202768,-0.5587121651
2.289,-1.1952414241,-18.8805565752,-8.6182648381,-0.5588518398
2.29,-1.1952308113,-18.8747329786,-8.6170078327,-0.5589922095
2.291,-1.1952208995,-18.8688705845,-8.6157492574,-0.5591332748
2.292,-1.1952116903,-18.8629695244,-8.6144891091,-0.5592750361
2.293,-1.195203185,-18.8570299298,-8.6132273847,-0.5594174941
2.294,-1.1951953854,-18.8510519327,-8.611964081,-0.5595606492
2.295,-1.1951882929,-18.8450356651,-8.6106991949,-0.559704502
2.296,-1.195181909,-18.8389812596,-8.6094327233,-0.559849053
2.297,-1.1951762354,-18.8328888486,-8.6081646632,-0.5599943028
2.298,-1.1951712735,-18.826758565,-8.6068950115,-0.560140252
2.299,-1.1951670248,-18.8205905419,-8.6056237651,-0.5602869012
2.3,-1.195163491,-18.8143849126,-8.6043509211,-0.5604342508
2.301,-1.1951606734,-18.8081418104,-8.6030764765,-0.5605823016
2.302,-1.1951585736,-18.8018613691,-8.6018004282,-0.560731054
2.303,-1.1951571932,-18.7955437227,-8.6005227733,-0.5608805088
2.304,-1.1951565335,-18.7891890051,-8.5992435088,-0.5610306665
2.305,-1.1951565962,-18.7827973506,-8.5979626318,-0.5611815277
2.306,-1.1951573827,-18.7763688937,-8.5966801394,-0.5613330931
2.307,-1.1951588945,-18.769903769,-8.5953960287,-0.5614853633
2.308,-1.195161133,-18.7634021113,-8.5941102968,-0.5616383389
2.309,-1.1951640999,-18.7568640556,-8.5928229409,-0.5617920206
2.31,-1.1951677964,-18.7502897369,-8.5915339579,-0.561946409
2.311,-1.1951722242,-18.7436792907,-8.5902433453,-0.5621015048
2.312,-1.1951773847,-18.7370328522,-8.5889511,-0.5622573087
2.313,-1.1951832794,-18.7303505571,-8.5876572194,-0.5624138214
2.314,-1.1951899096,-18.7236325411,-8.5863617006,-0.5625710435
2.315,-1.1951972769,-18.71687894,-8.5850645408,-0.5627289757
2.316,-1.1952053828,-18.7100898898,-8.5837657374,-0.5628876187
2.317,-1.1952142286,-18.7032655266,-8.5824652875,-0.5630469732
2.318,-1.1952238158,-18.6964059867,-8.5811631884,-0.5632070399
2.319,-1.1952341459,-18.6895114063,-8.5798594375,-0.5633678196
2.32,-1.1952452203,-18.6825819219,-8.578554032,-0.563529313
2.321,-1.1952570404,-18.67561767,-8.5772469692,-0.5636915208
2.322,-1.1952696077,-18.6686187873,-8.5759382466,-0.5638544437
2.323,-1.1952829235,-18.6615854105,-8.5746278614,-0.5640180825
2.324,-1.1952969894,-18.6545176764,-8.573315811,-0.564182438
2.325,-1.1953118067,-18.647415722,-8.5720020928,-0.5643475109
2.326,-1.1953273768,-18.6402796841,-8.5706867043,-0.5645133019
2.327,-1.1953437011,-18.6331096999,-8.5693696427,-0.5646798119
2.328,-1.1953607811,-18.6259059065,-8.5680509056,-0.5648470416
2.329,-1.1953786181,-18.618668441,-8.5667304904,-0.5650149918
2.33,-1.1953972136,-18.6113974407,-8.5654083946,-0.5651836634
2.331,-1.1954165689,-18.604093043,-8.5640846156,-0.565353057
2.332,-1.1954366854,-18.596755385,-8.562759151,-0.5655231735
2.333,-1.1954575645,-18.5893846042,-8.5614319981,-0.5656940138
2.334,-1.1954792077,-18.5819808381,-8.5601031547,-0.5658655786
2.335,-1.1955016161,-18.574544224,-8.5587726181,-0.5660378688
2.336,-1.1955247914,-18.5670748995,-8.557440386,-0.5662108852
2.337,-1.1955487347,-18.5595730021,-8.5561064559,-0.5663846287
2.338,-1.1955734475,-18.5520386693,-8.5547708254,-0.5665591
2.339,-1.1955989312,-18.5444720386,-8.5534334921,-0.5667343001
2.34,-1.1956251871,-18.5368732476,-8.5520944535,-0.5669102298
2.341,-1.1956522165,-18.5292424339,-8.5507537074,-0.56708689
2.342,-1.1956800208,-18.5215797349,-8.5494112514,-0.5672642815
2.343,-1.1957086013,-18.5138852883,-8.548067083,-0.5674424053
2.344,-1.1957379595,-18.5061592317,-8.5467212001,-0.5676212621
2.345,-1.1957680966,-18.4984017024,-8.5453736001,-0.5678008529
2.346,-1.195799014,-18.4906128381,-8.544024281,-0.5679811787
2.347,-1.1958307129,-18.4827927763,-8.5426732403,-0.5681622402
2.348,-1.1958631948,-18.4749416543,-8.5413204758,-0.5683440385
2.349,-1.195896461,-18.4670596098,-8.5399659852,-0.5685265743
2.35,-1.1959305127,-18.45914678,-8.5386097663,-0.5687098488
2.351,-1.1959653513,-18.4512033023,-8.5372518168,-0.5688938627
2.352,-1.1960009781,-18.4432293141,-8.5358921346,-0.569078617
2.353,-1.1960373945,-18.4352249526,-8.5345307173,-0.5692641126
2.354,-1.1960746016,-18.427190355,-8.5331675629,-0.5694503506
2.355,-1.1961126009,-18.4191256586,-8.5318026691,-0.5696373318
2.356,-1.1961513937,-18.4110310004,-8.5304360338,-0.5698250572
2.357,-1.1961909811,-18.4029065174,-8.5290676548,-0.5700135278
2.358,-1.1962313646,-18.3947523467,-8.5276975299,-0.5702027446
2.359,-1.1962725453,-18.3865686252,-8.5263256571,-0.5703927085
2.36,-1.1963145247,-18.3783554896,-8.5249520343,-0.5705834205
2.361,-1.196357304,-18.3701130768,-8.5235766592,-0.5707748816
2.362,-1.1964008843,-18.3618415234,-8.52219953,-0.5709670927
2.363,-1.1964452672,-18.353540966,-8.5208206443,-0.571160055
2.364,-1.1964904537,-18.345211541,-8.5194400003,-0.5713537694
2.365,-1.1965364451,-18.3368533848,-8.5180575959,-0.5715482369
2.366,-1.1965832429,-18.3284666338,-8.516673429,-0.5717434585
2.367,-1.1966308481,-18.3200514241,-8.5152874976,-0.5719394352
2.368,-1.196679262,-18.3116078919,-8.5138997997,-0.5721361682
2.369,-1.196728486,-18.303136173,-8.5125103332,-0.5723336584
2.37,-1.1967785212,-18.2946364033,-8.5111190963,-0.5725319068
2.371,-1.1968293689,-18.2861087187,-8.509726087,-0.5727309146
2.372,-1.1968810303,-18.2775532546,-8.5083313032,-0.5729306827
2.373,-1.1969335068,-18.2689701466,-8.506934743,-0.5731312122
2.374,-1.1969867994,-18.26035953,-8.5055364046,-0.5733325042
2.375,-1.1970409096,-18.2517215401,-8.5041362859,-0.5735345597
2.376,-1.1970958384,-18.2430563119,-8.5027343851,-0.5737373799
2.377,-1.1971515871,-18.2343639805,-8.5013307003,-0.5739409658
2.378,-1.197208157,-18.2256446806,-8.4999252295,-0.5741453185
2.379,-1.1972655492,-18.216898547,-8.498517971,-0.5743504391
2.38,-1.197323765,-18.208125714,-8.4971089228,-0.5745563286
2.381,-1.1973828056,-18.1993263161,-8.4956980832,-0.5747629883
2.382,-1.1974426723,-18.1905004875,-8.4942854502,-0.5749704191
2.383,-1.1975033661,-18.1816483622,-8.492871022,-0.5751786223
2.384,-1.1975648883,-18.1727700741,-8.4914547969,-0.5753875988
2.385,-1.1976272402,-18.163865757,-8.490036773,-0.5755973499
2.386,-1.1976904229,-18.1549355443,-8.4886169485,-0.5758078767
2.387,-1.1977544376,-18.1459795696,-8.4871953217,-0.5760191804
2.388,-1.1978192855,-18.1369979659,-8.4857718908,-0.5762312619
2.389,-1.1978849678,-18.1279908663,-8.484346654,-0.5764441226
2.39,-1.1979514857,-18.1189584036,-8.4829196097,-0.5766577635
2.391,-1.1980188403,-18.1099007105,-8.481490756,-0.5768721858
2.392,-1.1980870329,-18.1008179195,-8.4800600912,-0.5770873907
2.393,-1.1981560646,-18.0917101628,-8.4786276137,-0.5773033793
2.394,-1.1982259366,-18.0825775726,-8.4771933217,-0.5775201528
2.395,-1.1982966501,-18.0734202807,-8.4757572135,-0.5777377124
2.396,-1.1983682061,-18.0642384188,-8.4743192876,-0.5779560593
2.397,-1.198440606,-18.0550321185,-8.4728795421,-0.5781751946
2.398,-1.1985138509,-18.0458015109,-8.4714379755,-0.5783951196
2.399,-1.1985879418,-18.0365467272,-8.4699945861,-0.5786158354
2.4,-1.1986628801,-18.0272678982,-8.4685493723,-0.5788373432
2.401,-1.1987386667,-18.0179651547,-8.4671023324,-0.5790596443
2.402,-1.1988153029,-18.0086386269,-8.4656534649,-0.5792827398
2.403,-1.1988927899,-17.9992884453,-8.4642027682,-0.579506631
2.404,-1.1989711287,-17.9899147397,-8.4627502406,-0.5797313191
2.405,-1.1990503205,-17.9805176399,-8.4612958805,-0.5799568054
2.406,-1.1991303664,-17.9710972755,-8.4598396865,-0.580183091
2.407,-1.1992112676,-17.9616537758,-8.458381657,-0.5804101771
2.408,-1.1992930253,-17.95218727,-8.4569217904,-0.5806380651
2.409,-1.1993756404,-17.9426978868,-8.4554600851,-0.5808667562
2.41,-1.1994591143,-17.9331857548,-8.4539965397,-0.5810962517
2.411,-1.1995434479,-17.9236510025,-8.4525311526,-0.5813265527
2.412,-1.1996286424,-17.9140937581,-8.4510639224,-0.5815576605
2.413,-1.1997146989,-17.9045141493,-8.4495948475,-0.5817895765
2.414,-1.1998016186,-17.8949123039,-8.4481239264,-0.5820223018
2.415,-1.1998894025,-17.8852883493,-8.4466511577,-0.5822558378
2.416,-1.1999780518,-17.8756424126,-8.4451765399,-0.5824901858
2.417,-1.2000675676,-17.8659746208,-8.4437000716,-0.5827253469
2.418,-1.2001579509,-17.8562851004,-8.4422217513,-0.5829613226
2.419,-1.2002492029,-17.8465739779,-8.4407415775,-0.583198114
2.42,-1.2003413247,-17.8368413794,-8.4392595489,-0.5834357226
2.421,-1.2004343173,-17.8270874308,-8.437775664,-0.5836741496
2.422,-1.2005281819,-17.8173122577,-8.4362899215,-0.5839133963
2.423,-1.2006229195,-17.8075159855,-8.4348023198,-0.584153464
2.424,-1.2007185313,-17.7976987392,-8.4333128577,-0.584394354
2.425,-1.2008150183,-17.7878606436,-8.4318215338,-0.5846360677
2.426,-1.2009123816,-17.7780018233,-8.4303283466,-0.5848786064
2.427,-1.2010106222,-17.7681224026,-8.4288332949,-0.5851219713
2.428,-1.2011097414,-17.7582225055,-8.4273363772,-0.585366164
2.429,-1.2012097401,-17.7483022556,-8.4258375923,-0.5856111856
2.43,-1.2013106193,-17.7383617764,-8.4243369389,-0.5858570375
2.431,-1.2014123803,-17.7284011911,-8.4228344154,-0.5861037212
2.432,-1.201515024,-17.7184206225,-8.4213300208,-0.5863512378
2.433,-1.2016185515,-17.7084201933,-8.4198237537,-0.5865995888
2.434,-1.2017229639,-17.6984000257,-8.4183156127,-0.5868487756
2.435,-1.2018282622,-17.6883602418,-8.4168055966,-0.5870987995
2.436,-1.2019344475,-17.6783009633,-8.4152937041,-0.5873496618
2.437,-1.2020415208,-17.6682223116,-8.4137799339,-0.587601364
2.438,-1.2021494832,-17.658124408,-8.4122642849,-0.5878539075
2.439,-1.2022583358,-17.6480073732,-8.4107467556,-0.5881072935
2.44,-1.2023680796,-17.6378713278,-8.409227345,-0.5883615235
2.441,-1.2024787155,-17.6277163921,-8.4077060517,-0.5886165989
2.442,-1.2025902448,-17.617542686,-8.4061828745,-0.5888725211
2.443,-1.2027026684,-17.6073503293,-8.4046578123,-0.5891292915
2.444,-1.2028159873,-17.5971394412,-8.4031308637,-0.5893869115
2.445,-1.2029302026,-17.5869101409,-8.4016020277,-0.5896453824
2.446,-1.2030453153,-17.5766625471,-8.4000713029,-0.5899047057
2.447,-1.2031613265,-17.5663967782,-8.3985386883,-0.5901648829
2.448,-1.2032782371,-17.5561129525,-8.3970041827,-0.5904259152
2.449,-1.2033960483,-17.5458111877,-8.3954677848,-0.5906878042
2.45,-1.203514761,-17.5354916013,-8.3939294935,-0.5909505513
2.451,-1.2036343762,-17.5251543106,-8.3923893077,-0.5912141579
2.452,-1.203754895,-17.5147994326,-8.3908472263,-0.5914786255
2.453,-1.2038763184,-17.5044270837,-8.389303248,-0.5917439554
2.454,-1.2039986473,-17.4940373802,-8.3877573718,-0.5920101492
2.455,-1.2041218829,-17.4836304382,-8.3862095966,-0.5922772082
2.456,-1.2042460261,-17.4732063733,-8.3846599212,-0.592545134
2.457,-1.2043710779,-17.4627653007,-8.3831083445,-0.5928139279
2.458,-1.2044970394,-17.4523073356,-8.3815548654,-0.5930835915
2.459,-1.2046239115,-17.4418325925,-8.3799994829,-0.5933541261
2.46,-1.2047516952,-17.431341186,-8.3784421959,-0.5936255334
2.461,-1.2048803916,-17.4208332299,-8.3768830032,-0.5938978146
2.462,-1.2050100016,-17.410308838,-8.3753219039,-0.5941709714
2.463,-1.2051405262,-17.3997681237,-8.3737588968,-0.5944450052
2.464,-1.2052719664,-17.3892112002,-8.372193981,-0.5947199174
2.465,-1.2054043233,-17.3786381801,-8.3706271553,-0.5949957095
2.466,-1.2055375977,-17.3680491758,-8.3690584187,-0.5952723831
2.467,-1.2056717907,-17.3574442995,-8.3674877702,-0.5955499397
2.468,-1.2058069033,-17.3468236628,-8.3659152089,-0.5958283806
2.469,-1.2059429365,-17.3361873773,-8.3643407335,-0.5961077075
2.47,-1.2060798911,-17.325535554,-8.3627643432,-0.5963879219
2.471,-1.2062177683,-17.3148683038,-8.361186037,-0.5966690251
2.472,-1.206356569,-17.3041857369,-8.3596058138,-0.5969510188
2.473,-1.2064962941,-17.2934879636,-8.3580236727,-0.5972339045
2.474,-1.2066369447,-17.2827750936,-8.3564396127,-0.5975176836
2.475,-1.2067785217,-17.2720472363,-8.3548536328,-0.5978023578
2.476,-1.206921026,-17.2613045009,-8.353265732,-0.5980879284
2.477,-1.2070644587,-17.250546996,-8.3516759094,-0.5983743972
2.478,-1.2072088207,-17.2397748302,-8.350084164,-0.5986617655
2.479,-1.2073541129,-17.2289881115,-8.3484904949,-0.5989500349
2.48,-1.2075003364,-17.2181869476,-8.3468949011,-0.599239207
2.481,-1.2076474921,-17.207371446,-8.3452973817,-0.5995292833
2.482,-1.2077955809,-17.1965417138,-8.3436979358,-0.5998202653
2.483,-1.2079446038,-17.1856978576,-8.3420965624,-0.6001121547
2.484,-1.2080945617,-17.1748399839,-8.3404932607,-0.6004049529
2.485,-1.2082454557,-17.1639681987,-8.3388880296,-0.6006986615
2.486,-1.2083972866,-17.1530826077,-8.3372808684,-0.600993282
2.487,-1.2085500555,-17.1421833163,-8.3356717761,-0.6012888161
2.488,-1.2087037631,-17.1312704296,-8.3340607519,-0.6015852653
2.489,-1.2088584106,-17.1203440521,-8.3324477947,-0.6018826311
2.49,-1.2090139988,-17.1094042883,-8.3308329038,-0.6021809152
2.491,-1.2091705287,-17.0984512421,-8.3292160783,-0.6024801191
2.492,-1.2093280012,-17.0874850171,-8.3275973173,-0.6027802444
2.493,-1.2094864173,-17.0765057168,-8.32597662,-0.6030812927
2.494,-1.2096457778,-17.065513444,-8.3243539854,-0.6033832655
2.495,-1.2098060838,-17.0545083014,-8.3227294128,-0.6036861645
2.496,-1.2099673362,-17.0434903912,-8.3211029013,-0.6039899912
2.497,-1.2101295358,-17.0324598154,-8.3194744501,-0.6042947473
2.498,-1.2102926837,-17.0214166756,-8.3178440582,-0.6046004343
2.499,-1.2104567807,-17.0103610729,-8.316211725,-0.6049070539
2.5,-1.2106218278,-16.9992931082,-8.3145774495,-0.6052146076
2.501,-1.2107878259,-16.9882128822,-8.312941231,-0.605523097
2.502,-1.210954776,-16.9771204949,-8.3113030686,-0.6058325238
2.503,-1.2111226788,-16.9660160463,-8.3096629616,-0.6061428896
2.504,-1.2112915355,-16.9548996358,-8.308020909,-0.606454196
2.505,-1.2114613468,-16.9437713625,-8.3063769103,-0.6067664446
2.506,-1.2116321138,-16.9326313254,-8.3047309644,-0.6070796371
2.507,-1.2118038373,-16.9214796228,-8.3030830707,-0.607393775
2.508,-1.2119765182,-16.9103163528,-8.3014332283,-0.60770886
2.509,-1.2121501575,-16.8991416132,-8.2997814366,-0.6080248938
2.51,-1.212324756,-16.8879555014,-8.2981276947,-0.6083418779
2.511,-1.2125003147,-16.8767581145,-8.2964720018,-0.608659814
2.512,-1.2126768345,-16.8655495491,-8.2948143572,-0.6089787038
2.513,-1.2128543163,-16.8543299017,-8.2931547602,-0.6092985489
2.514,-1.213032761,-16.8430992682,-8.2914932099,-0.6096193509
2.515,-1.2132121695,-16.8318577443,-8.2898297056,-0.6099411115
2.516,-1.2133925427,-16.8206054254,-8.2881642467,-0.6102638324
2.517,-1.2135738815,-16.8093424063,-8.2864968323,-0.6105875152
2.518,-1.2137561869,-16.7980687818,-8.2848274617,-0.6109121615
2.519,-1.2139394596,-16.786784646,-8.2831561341,-0.611237773
2.52,-1.2141237007,-16.775490093,-8.281482849,-0.6115643515
2.521,-1.2143089109,-16.7641852162,-8.2798076054,-0.6118918985
2.522,-1.2144950913,-16.752870109,-8.2781304028,-0.6122204158
2.523,-1.2146822427,-16.7415448641,-8.2764512404,-0.6125499049
2.524,-1.2148703659,-16.7302095741,-8.2747701175,-0.6128803676
2.525,-1.215059462,-16.7188643312,-8.2730870334,-0.6132118056
2.526,-1.2152495317,-16.7075092272,-8.2714019874,-0.6135442206
2.527,-1.215440576,-16.6961443537,-8.2697149787,-0.6138776141
2.528,-1.2156325958,-16.6847698017,-8.2680260068,-0.614211988
2.529,-1.2158255919,-16.673385662,-8.2663350709,-0.6145473439
2.53,-1.2160195652,-16.6619920251,-8.2646421703,-0.6148836835
2.531,-1.2162145167,-16.6505889811,-8.2629473044,-0.6152210085
2.532,-1.2164104471,-16.6391766197,-8.2612504724,-0.6155593206
2.533,-1.2166073575,-16.6277550303,-8.2595516737,-0.6158986215
2.534,-1.2168052486,-16.616324302,-8.2578509077,-0.6162389129
2.535,-1.2170041213,-16.6048845235,-8.2561481736,-0.6165801965
2.536,-1.2172039766,-16.5934357831,-8.2544434708,-0.616922474
2.537,-1.2174048154,-16.5819781689,-8.2527367987,-0.6172657472
2.538,-1.2176066384,-16.5705117685,-8.2510281566,-0.6176100177
2.539,-1.2178094465,-16.5590366693,-8.2493175438,-0.6179552872
2.54,-1.2180132407,-16.5475529583,-8.2476049596,-0.6183015576
2.541,-1.2182180219,-16.536060722,-8.2458904036,-0.6186488304
2.542,-1.2184237908,-16.5245600468,-8.2441738749,-0.6189971075
2.543,-1.2186305484,-16.5130510186,-8.242455373,-0.6193463905
2.544,-1.2188382956,-16.5015337231,-8.2407348972,-0.6196966812
2.545,-1.2190470332,-16.4900082455,-8.2390124469,-0.6200479814
2.546,-1.219256762,-16.4784746707,-8.2372880215,-0.6204002927
2.547,-1.219467483,-16.4669330833,-8.2355616204,-0.6207536169
2.548,-1.2196791971,-16.4553835675,-8.2338332428,-0.6211079557
