Freq [GHz],S11 LPF Tap,S21 LPF Tap,"dB(S(2,1)) []","dB(S(2,2)) []",,S11 LPF T,S21 LPF T,,S11 LPF Milled,S21 LPF Milled
3.057,-3.287145141,-6.361501941,-6.361501941,-3.284497165,,-57.00423369,-1.361562283,,-37.212906,-0.75654769
3.058,-3.27622869,-6.382039754,-6.382039754,-3.273758963,,-55.57493795,-1.362471801,,-37.57312,-0.76602852
3.059,-3.265359326,-6.402619624,-6.402619624,-3.26306769,,-54.09998966,-1.363384515,,-36.926151,-0.7952013
3.06,-3.254536941,-6.423241437,-6.423241437,-3.252423232,,-52.71137606,-1.364300442,,-37.335999,-0.77310491
3.061,-3.243761422,-6.443905075,-6.443905075,-3.241825474,,-51.44500708,-1.365219597,,-37.349281,-0.74373454
3.062,-3.233032659,-6.464610419,-6.464610419,-3.231274299,,-50.29990326,-1.366141999,,-37.007408,-0.7822355
3.063,-3.222350538,-6.485357352,-6.485357352,-3.220769593,,-49.26369964,-1.367067664,,-37.431629,-0.74283588
3.064,-3.211714948,-6.506145755,-6.506145755,-3.210311238,,-48.32201976,-1.367996609,,-37.353546,-0.77694249
3.065,-3.201125775,-6.526975508,-6.526975508,-3.199899116,,-47.46155547,-1.368928851,,-37.173534,-0.75569052
3.066,-3.190582903,-6.547846492,-6.547846492,-3.189533109,,-46.67085572,-1.369864406,,-37.126534,-0.73999763
3.067,-3.18008622,-6.568758585,-6.568758585,-3.179213098,,-45.94032816,-1.370803293,,-37.164253,-0.74415022
3.068,-3.169635608,-6.589711667,-6.589711667,-3.168938963,,-45.26200469,-1.371745528,,-37.097813,-0.78770816
3.069,-3.159230952,-6.610705615,-6.610705615,-3.158710585,,-44.62926721,-1.372691128,,-37.164417,-0.77343404
3.07,-3.148872136,-6.631740309,-6.631740309,-3.148527842,,-44.03659778,-1.373640112,,-37.07518,-0.81572872
3.071,-3.138559042,-6.652815624,-6.652815624,-3.138390613,,-43.47936972,-1.374592496,,-37.21769,-0.79377073
3.072,-3.128291552,-6.673931439,-6.673931439,-3.128298776,,-42.95367853,-1.375548297,,-37.590187,-0.75720304
3.073,-3.118069548,-6.695087629,-6.695087629,-3.118252207,,-42.45620715,-1.376507534,,-37.739452,-0.7858445
3.074,-3.107892912,-6.71628407,-6.71628407,-3.108250785,,-41.98411893,-1.377470223,,-37.935226,-0.77737206
3.075,-3.097761522,-6.737520638,-6.737520638,-3.098294385,,-41.53497255,-1.378436383,,-37.798798,-0.79751396
3.076,-3.087675261,-6.758797208,-6.758797208,-3.088382882,,-41.10665409,-1.379406032,,-37.286495,-0.79054081
3.077,-3.077634006,-6.780113654,-6.780113654,-3.078516152,,-40.6973226,-1.380379186,,-36.977951,-0.76368636
3.078,-3.067637636,-6.80146985,-6.80146985,-3.06869407,,-40.30536616,-1.381355864,,-37.408722,-0.78430438
3.079,-3.057686031,-6.82286567,-6.82286567,-3.058916508,,-39.92936616,-1.382336084,,-37.406719,-0.81556201
3.08,-3.047779067,-6.844300987,-6.844300987,-3.049183342,,-39.56806819,-1.383319864,,-37.637787,-0.79664469
3.081,-3.037916623,-6.865775673,-6.865775673,-3.039494442,,-39.22035806,-1.384307222,,-37.710846,-0.76283926
3.082,-3.028098575,-6.887289602,-6.887289602,-3.029849683,,-38.88524196,-1.385298175,,-37.61092,-0.79417652
3.083,-3.018324799,-6.908842644,-6.908842644,-3.020248935,,-38.56182995,-1.386292743,,-37.415676,-0.80148095
3.084,-3.008595171,-6.930434673,-6.930434673,-3.010692071,,-38.24932219,-1.387290944,,-37.456909,-0.78908169
3.085,-2.998909566,-6.952065558,-6.952065558,-3.001178961,,-37.94699729,-1.388292795,,-37.234425,-0.81718087
3.086,-2.98926786,-6.97373517,-6.97373517,-2.991709476,,-37.65420248,-1.389298316,,-37.858112,-0.78372151
3.087,-2.979669927,-6.995443381,-6.995443381,-2.982283485,,-37.37034528,-1.390307524,,-37.537498,-0.81320733
3.088,-2.970115641,-7.017190059,-7.017190059,-2.972900858,,-37.09488636,-1.391320439,,-37.700211,-0.80601597
3.089,-2.960604876,-7.038975075,-7.038975075,-2.963561465,,-36.82733341,-1.392337079,,-37.595478,-0.77568996
3.09,-2.951137503,-7.060798298,-7.060798298,-2.954265174,,-36.56723587,-1.393357463,,-37.662254,-0.80349827
3.091,-2.941713398,-7.082659598,-7.082659598,-2.945011853,,-36.3141804,-1.39438161,,-37.899841,-0.7992233
3.092,-2.93233243,-7.104558842,-7.104558842,-2.935801369,,-36.06778691,-1.395409538,,-37.700798,-0.78107941
3.093,-2.922994474,-7.126495899,-7.126495899,-2.926633592,,-35.82770507,-1.396441266,,-37.727905,-0.79327905
3.094,-2.913699399,-7.148470637,-7.148470637,-2.917508386,,-35.59361137,-1.397476814,,-38.073288,-0.78698808
3.095,-2.904447077,-7.170482924,-7.170482924,-2.90842562,,-35.36520641,-1.3985162,,-37.690563,-0.78663057
3.096,-2.89523738,-7.192532628,-7.192532628,-2.899385159,,-35.14221259,-1.399559445,,-38.126083,-0.8120237
3.097,-2.886070176,-7.214619615,-7.214619615,-2.890386869,,-34.92437209,-1.400606566,,-38.192062,-0.77785271
3.098,-2.876945336,-7.236743753,-7.236743753,-2.881430616,,-34.71144497,-1.401657584,,-37.441265,-0.80299097
3.099,-2.867862731,-7.258904908,-7.258904908,-2.872516265,,-34.50320765,-1.402712517,,-37.921795,-0.80106753
3.1,-2.858822228,-7.281102946,-7.281102946,-2.86364368,,-34.29945138,-1.403771386,,-38.348305,-0.77549291
3.101,-2.849823698,-7.303337734,-7.303337734,-2.854812727,,-34.09998102,-1.40483421,,-38.103035,-0.78239894
3.102,-2.840867008,-7.325609137,-7.325609137,-2.846023269,,-33.90461387,-1.405901009,,-37.842934,-0.82124424
3.103,-2.831952027,-7.347917021,-7.347917021,-2.83727517,,-33.71317861,-1.406971802,,-38.484787,-0.80251873
3.104,-2.823078623,-7.370261252,-7.370261252,-2.828568293,,-33.52551444,-1.408046609,,-37.789242,-0.8102091
3.105,-2.814246663,-7.392641694,-7.392641694,-2.819902503,,-33.34147016,-1.409125451,,-38.278004,-0.79700166
3.106,-2.805456016,-7.415058213,-7.415058213,-2.811277661,,-33.1609035,-1.410208346,,-37.75021,-0.79952508
3.107,-2.796706548,-7.437510673,-7.437510673,-2.802693631,,-32.98368037,-1.411295316,,-37.808071,-0.77653271
3.108,-2.787998125,-7.459998939,-7.459998939,-2.794150275,,-32.80967428,-1.412386381,,-37.833416,-0.82140428
3.109,-2.779330615,-7.482522876,-7.482522876,-2.785647454,,-32.63876578,-1.41348156,,-38.572243,-0.84300131
3.11,-2.770703883,-7.505082346,-7.505082346,-2.777185032,,-32.47084194,-1.414580875,,-38.108112,-0.79599386
3.111,-2.762117796,-7.527677216,-7.527677216,-2.768762869,,-32.30579586,-1.415684345,,-38.719379,-0.79384303
3.112,-2.753572219,-7.550307347,-7.550307347,-2.760380827,,-32.1435263,-1.416791991,,-38.590878,-0.80098939
3.113,-2.745067019,-7.572972605,-7.572972605,-2.752038767,,-31.98393725,-1.417903834,,-38.726013,-0.79040658
3.114,-2.736602059,-7.595672852,-7.595672852,-2.743736549,,-31.82693759,-1.419019895,,-38.810661,-0.82790989
3.115,-2.728177205,-7.618407952,-7.618407952,-2.735474036,,-31.67244076,-1.420140194,,-37.976089,-0.81327605
3.116,-2.719792323,-7.641177768,-7.641177768,-2.727251087,,-31.52036447,-1.421264752,,-38.740082,-0.82442462
3.117,-2.711447276,-7.663982163,-7.663982163,-2.719067562,,-31.3706304,-1.42239359,,-38.527496,-0.80997413
3.118,-2.703141929,-7.686821,-7.686821,-2.710923322,,-31.22316399,-1.42352673,,-38.932358,-0.81821489
3.119,-2.694876146,-7.709694143,-7.709694143,-2.702818227,,-31.07789417,-1.424664192,,-38.725586,-0.81682295
3.12,-2.686649792,-7.732601453,-7.732601453,-2.694752136,,-30.93475314,-1.425805998,,-39.286903,-0.8299399
3.121,-2.67846273,-7.755542795,-7.755542795,-2.686724909,,-30.79367622,-1.426952169,,-38.741558,-0.80842119
3.122,-2.670314823,-7.778518029,-7.778518029,-2.678736406,,-30.65460161,-1.428102726,,-38.992828,-0.81417334
3.123,-2.662205936,-7.801527019,-7.801527019,-2.670786485,,-30.51747024,-1.429257692,,-38.778027,-0.79084116
3.124,-2.654135931,-7.824569627,-7.824569627,-2.662875007,,-30.38222561,-1.430417088,,-38.832005,-0.85446966
3.125,-2.646104672,-7.847645715,-7.847645715,-2.65500183,,-30.24881367,-1.431580935,,-39.126881,-0.81082451
3.126,-2.638112022,-7.870755147,-7.870755147,-2.647166812,,-30.11718264,-1.432749256,,-39.147491,-0.84915119
3.127,-2.630157843,-7.893897783,-7.893897783,-2.639369814,,-29.98728289,-1.433922072,,-39.846996,-0.8229205
3.128,-2.622241999,-7.917073486,-7.917073486,-2.631610694,,-29.85906687,-1.435099406,,-39.394108,-0.86161995
3.129,-2.614364353,-7.940282119,-7.940282119,-2.623889309,,-29.73248891,-1.43628128,,-39.774185,-0.83091938
3.13,-2.606524766,-7.963523543,-7.963523543,-2.61620552,,-29.60750523,-1.437467715,,-39.73428,-0.81431752
3.131,-2.598723101,-7.986797621,-7.986797621,-2.608559184,,-29.48407372,-1.438658735,,-39.39653,-0.82145923
3.132,-2.590959221,-8.010104214,-8.010104214,-2.600950159,,-29.36215397,-1.439854361,,-39.178802,-0.79689801
3.133,-2.583232987,-8.033443185,-8.033443185,-2.593378305,,-29.24170708,-1.441054617,,-39.719391,-0.82266766
3.134,-2.575544263,-8.056814395,-8.056814395,-2.585843478,,-29.12269567,-1.442259525,,-39.859554,-0.80607837
3.135,-2.567892909,-8.080217707,-8.080217707,-2.578345539,,-29.00508373,-1.443469108,,-40.003784,-0.83808577
3.136,-2.560278789,-8.103652983,-8.103652983,-2.570884344,,-28.8888366,-1.444683388,,-40.078377,-0.82433254
3.137,-2.552701763,-8.127120085,-8.127120085,-2.563459751,,-28.7739209,-1.44590239,,-39.588593,-0.83785731
3.138,-2.545161695,-8.150618874,-8.150618874,-2.55607162,,-28.66030445,-1.447126135,,-39.830242,-0.82249647
3.139,-2.537658445,-8.174149213,-8.174149213,-2.548719808,,-28.54795622,-1.448354647,,-40.784885,-0.8007499
3.14,-2.530191875,-8.197710965,-8.197710965,-2.541404172,,-28.43684626,-1.44958795,,-40.478859,-0.81472248
3.141,-2.522761848,-8.22130399,-8.22130399,-2.534124572,,-28.32694571,-1.450826066,,-40.843048,-0.81636536
3.142,-2.515368225,-8.244928152,-8.244928152,-2.526880865,,-28.21822666,-1.45206902,,-40.893837,-0.8299343
3.143,-2.508010868,-8.268583313,-8.268583313,-2.519672909,,-28.11066219,-1.453316836,,-40.048687,-0.8116948
3.144,-2.500689638,-8.292269334,-8.292269334,-2.512500563,,-28.00422625,-1.454569536,,-40.556713,-0.82150882
3.145,-2.493404397,-8.315986079,-8.315986079,-2.505363684,,-27.8988937,-1.455827145,,-40.94915,-0.84615177
3.146,-2.486155006,-8.33973341,-8.33973341,-2.49826213,,-27.7946402,-1.457089686,,-42.026455,-0.8426699
3.147,-2.478941328,-8.363511189,-8.363511189,-2.491195761,,-27.69144222,-1.458357185,,-42.037838,-0.86387241
3.148,-2.471763224,-8.38731928,-8.38731928,-2.484164433,,-27.58927698,-1.459629665,,-41.11153,-0.85301125
3.149,-2.464620556,-8.411157543,-8.411157543,-2.477168006,,-27.48812243,-1.46090715,,-40.964798,-0.82539588
3.15,-2.457513186,-8.435025844,-8.435025844,-2.470206337,,-27.38795722,-1.462189666,,-41.708549,-0.86384207
3.151,-2.450440974,-8.458924043,-8.458924043,-2.463279286,,-27.28876068,-1.463477236,,-41.024586,-0.85257399
3.152,-2.443403784,-8.482852005,-8.482852005,-2.45638671,,-27.19051275,-1.464769886,,-42.405937,-0.83741224
3.153,-2.436401476,-8.506809592,-8.506809592,-2.449528467,,-27.093194,-1.46606764,,-41.03476,-0.84046322
3.154,-2.429433914,-8.530796668,-8.530796668,-2.442704418,,-26.9967856,-1.467370523,,-42.349522,-0.83860308
3.155,-2.422500957,-8.554813096,-8.554813096,-2.435914419,,-26.90126927,-1.468678561,,-42.282639,-0.80469304
3.156,-2.41560247,-8.578858739,-8.578858739,-2.429158331,,-26.80662728,-1.469991778,,-42.414051,-0.84630281
3.157,-2.408738313,-8.602933462,-8.602933462,-2.422436012,,-26.71284242,-1.4713102,,-42.755196,-0.84378517
3.158,-2.401908348,-8.627037127,-8.627037127,-2.41574732,,-26.61989797,-1.472633852,,-41.302807,-0.81816018
3.159,-2.395112439,-8.651169598,-8.651169598,-2.409092116,,-26.52777771,-1.473962761,,-41.507076,-0.87558377
3.16,-2.388350447,-8.675330741,-8.675330741,-2.402470259,,-26.43646587,-1.475296951,,-43.332825,-0.83402646
3.161,-2.381622234,-8.699520418,-8.699520418,-2.395881607,,-26.34594715,-1.476636449,,-42.973553,-0.83351266
3.162,-2.374927663,-8.723738494,-8.723738494,-2.38932602,,-26.25620664,-1.477981281,,-42.000149,-0.83484334
3.163,-2.368266597,-8.747984834,-8.747984834,-2.382803358,,-26.16722987,-1.479331472,,-43.155457,-0.81935096
3.164,-2.361638898,-8.772259303,-8.772259303,-2.376313481,,-26.07900277,-1.48068705,,-42.368832,-0.83643931
3.165,-2.355044429,-8.796561764,-8.796561764,-2.369856248,,-25.99151164,-1.48204804,,-43.257511,-0.85214245
3.166,-2.348483053,-8.820892084,-8.820892084,-2.36343152,,-25.90474316,-1.483414469,,-42.600433,-0.83565331
3.167,-2.341954632,-8.845250128,-8.845250128,-2.357039157,,-25.81868435,-1.484786363,,-43.95208,-0.83909148
3.168,-2.33545903,-8.86963576,-8.86963576,-2.350679019,,-25.7333226,-1.48616375,,-41.417759,-0.86512661
3.169,-2.328996111,-8.894048847,-8.894048847,-2.344350967,,-25.64864562,-1.487546656,,-42.644428,-0.8720805
3.17,-2.322565737,-8.918489254,-8.918489254,-2.338054862,,-25.56464142,-1.488935109,,-41.662827,-0.84893173
3.171,-2.316167772,-8.942956847,-8.942956847,-2.331790564,,-25.48129835,-1.490329136,,-42.290016,-0.87309104
3.172,-2.30980208,-8.967451493,-8.967451493,-2.325557935,,-25.39860505,-1.491728763,,-42.238258,-0.83226639
3.173,-2.303468524,-8.991973058,-8.991973058,-2.319356836,,-25.31655043,-1.49313402,,-42.405712,-0.84747505
3.174,-2.297166969,-9.016521408,-9.016521408,-2.313187129,,-25.2351237,-1.494544932,,-43.049927,-0.81599659
3.175,-2.290897279,-9.041096411,-9.041096411,-2.307048675,,-25.15431434,-1.495961529,,-41.75251,-0.86912
3.176,-2.284659317,-9.065697934,-9.065697934,-2.300941336,,-25.07411206,-1.497383837,,-42.44857,-0.84097767
3.177,-2.278452949,-9.090325843,-9.090325843,-2.294864975,,-24.99450687,-1.498811886,,-41.409325,-0.84002548
3.178,-2.272278039,-9.114980007,-9.114980007,-2.288819453,,-24.91548898,-1.500245703,,-41.31237,-0.91031742
3.179,-2.266134452,-9.139660293,-9.139660293,-2.282804634,,-24.83704886,-1.501685316,,-41.923687,-0.85522562
3.18,-2.260022054,-9.164366569,-9.164366569,-2.27682038,,-24.75917721,-1.503130755,,-41.010605,-0.86795533
3.181,-2.253940708,-9.189098705,-9.189098705,-2.270866554,,-24.68186492,-1.504582048,,-42.486588,-0.83891404
3.182,-2.247890281,-9.213856567,-9.213856567,-2.264943019,,-24.60510314,-1.506039224,,-40.890415,-0.86633843
3.183,-2.241870638,-9.238640025,-9.238640025,-2.25904964,,-24.52888319,-1.507502312,,-40.678314,-0.88232243
3.184,-2.235881645,-9.263448949,-9.263448949,-2.253186279,,-24.45319661,-1.50897134,,-40.532845,-0.8388713
3.185,-2.229923169,-9.288283206,-9.288283206,-2.247352801,,-24.37803512,-1.510446339,,-40.281857,-0.86193949
3.186,-2.223995074,-9.313142668,-9.313142668,-2.241549071,,-24.30339065,-1.511927337,,-40.316105,-0.84520453
3.187,-2.218097229,-9.338027204,-9.338027204,-2.235774952,,-24.2292553,-1.513414365,,-40.431664,-0.85586256
3.188,-2.212229499,-9.362936684,-9.362936684,-2.230030309,,-24.15562134,-1.514907452,,-40.402565,-0.86099422
3.189,-2.206391751,-9.387870978,-9.387870978,-2.224315008,,-24.08248123,-1.516406629,,-40.091591,-0.86285359
3.19,-2.200583852,-9.412829958,-9.412829958,-2.218628914,,-24.00982757,-1.517911924,,-39.178726,-0.87345904
3.191,-2.194805671,-9.437813494,-9.437813494,-2.212971892,,-23.93765316,-1.519423369,,-39.706146,-0.88868964
3.192,-2.189057074,-9.462821457,-9.462821457,-2.207343809,,-23.86595093,-1.520940994,,-39.428761,-0.86326796
3.193,-2.183337929,-9.48785372,-9.48785372,-2.201744531,,-23.79471396,-1.52246483,,-39.219265,-0.88354439
3.194,-2.177648104,-9.512910154,-9.512910154,-2.196173923,,-23.7239355,-1.523994907,,-39.521374,-0.87087774
3.195,-2.171987468,-9.537990631,-9.537990631,-2.190631854,,-23.65360892,-1.525531256,,-38.825855,-0.87070602
3.196,-2.16635589,-9.563095023,-9.563095023,-2.185118189,,-23.58372775,-1.527073909,,-39.098042,-0.83807707
3.197,-2.160753237,-9.588223205,-9.588223205,-2.179632797,,-23.51428564,-1.528622896,,-38.706276,-0.85470808
3.198,-2.15517938,-9.613375048,-9.613375048,-2.174175545,,-23.4452764,-1.53017825,,-37.941784,-0.88359123
3.199,-2.149634188,-9.638550426,-9.638550426,-2.1687463,,-23.37669392,-1.531740001,,-38.271904,-0.86249804
3.2,-2.144117529,-9.663749213,-9.663749213,-2.163344932,,-23.30853227,-1.533308182,,-37.767612,-0.89853495
3.201,-2.138629275,-9.688971284,-9.688971284,-2.157971309,,-23.2407856,-1.534882825,,-37.816242,-0.86932039
3.202,-2.133169296,-9.714216511,-9.714216511,-2.1526253,,-23.17344819,-1.536463962,,-37.199852,-0.90090948
3.203,-2.127737461,-9.739484771,-9.739484771,-2.147306774,,-23.10651446,-1.538051624,,-37.777416,-0.8858639
3.204,-2.122333641,-9.764775938,-9.764775938,-2.142015601,,-23.03997889,-1.539645846,,-36.654118,-0.87487096
3.205,-2.116957709,-9.790089888,-9.790089888,-2.13675165,,-22.97383613,-1.541246658,,-36.70853,-0.8874265
3.206,-2.111609534,-9.815426496,-9.815426496,-2.131514792,,-22.90808088,-1.542854095,,-36.045483,-0.89441782
3.207,-2.106288989,-9.840785639,-9.840785639,-2.126304897,,-22.84270798,-1.54446819,,-36.567417,-0.87243432
3.208,-2.100995946,-9.866167192,-9.866167192,-2.121121837,,-22.77771237,-1.546088975,,-36.162075,-0.90794033
3.209,-2.095730276,-9.891571033,-9.891571033,-2.115965482,,-22.71308905,-1.547716484,,-36.124306,-0.89477444
3.21,-2.090491852,-9.916997039,-9.916997039,-2.110835705,,-22.64883317,-1.549350751,,-35.735291,-0.89222199
3.211,-2.085280548,-9.942445088,-9.942445088,-2.105732377,,-22.58493994,-1.550991809,,-35.62009,-0.91216314
3.212,-2.080096235,-9.967915056,-9.967915056,-2.10065537,,-22.52140465,-1.552639693,,-35.518265,-0.90216655
3.213,-2.074938788,-9.993406823,-9.993406823,-2.095604557,,-22.45822272,-1.554294437,,-34.675407,-0.89932263
3.214,-2.069808081,-10.01892027,-10.01892027,-2.090579811,,-22.39538961,-1.555956075,,-34.7267,-0.90986836
3.215,-2.064703987,-10.04445527,-10.04445527,-2.085581006,,-22.33290089,-1.557624642,,-34.861797,-0.88982713
3.216,-2.059626381,-10.0700117,-10.0700117,-2.080608014,,-22.27075221,-1.559300172,,-34.603855,-0.93167883
3.217,-2.054575137,-10.09558945,-10.09558945,-2.075660711,,-22.2089393,-1.560982701,,-34.548283,-0.88513839
3.218,-2.049550131,-10.12118839,-10.12118839,-2.070738971,,-22.14745796,-1.562672264,,-34.134697,-0.88742918
3.219,-2.044551238,-10.14680841,-10.14680841,-2.065842668,,-22.08630406,-1.564368897,,-34.156643,-0.92506444
3.22,-2.039578334,-10.17244938,-10.17244938,-2.060971678,,-22.02547357,-1.566072634,,-33.827133,-0.93432045
3.221,-2.034631294,-10.19811119,-10.19811119,-2.056125877,,-21.96496252,-1.567783512,,-33.983624,-0.90019679
3.222,-2.029709995,-10.22379372,-10.22379372,-2.051305139,,-21.90476699,-1.569501567,,-33.565544,-0.89754409
3.223,-2.024814314,-10.24949685,-10.24949685,-2.046509343,,-21.84488315,-1.571226835,,-33.782345,-0.86492759
3.224,-2.019944128,-10.27522046,-10.27522046,-2.041738363,,-21.78530725,-1.572959352,,-33.194031,-0.90517497
3.225,-2.015099314,-10.30096444,-10.30096444,-2.036992078,,-21.72603557,-1.574699156,,-32.871326,-0.90864128
3.226,-2.01027975,-10.32672866,-10.32672866,-2.032270365,,-21.66706449,-1.576446282,,-32.830956,-0.94341987
3.227,-2.005485313,-10.35251302,-10.35251302,-2.027573101,,-21.60839042,-1.578200769,,-32.707764,-0.90714222
3.228,-2.000715884,-10.37831739,-10.37831739,-2.022900165,,-21.55000986,-1.579962653,,-32.201267,-0.9208622
3.229,-1.995971339,-10.40414166,-10.40414166,-2.018251436,,-21.49191935,-1.581731972,,-32.309677,-0.9277662
3.23,-1.991251558,-10.42998572,-10.42998572,-2.013626793,,-21.43411549,-1.583508764,,-32.420704,-0.92294067
3.231,-1.986556422,-10.45584944,-10.45584944,-2.009026114,,-21.37659496,-1.585293066,,-31.801489,-0.89053756
3.232,-1.981885808,-10.48173272,-10.48173272,-2.004449281,,-21.31935447,-1.587084918,,-32.023903,-0.90351832
3.233,-1.977239599,-10.50763544,-10.50763544,-1.999896172,,-21.2623908,-1.588884356,,-31.596468,-0.9018805
3.234,-1.972617674,-10.53355748,-10.53355748,-1.99536667,,-21.20570076,-1.590691421,,-31.336704,-0.91034424
3.235,-1.968019914,-10.55949874,-10.55949874,-1.990860654,,-21.14928124,-1.59250615,,-31.468119,-0.94009346
3.236,-1.963446201,-10.5854591,-10.5854591,-1.986378006,,-21.09312917,-1.594328583,,-31.105963,-0.90057939
3.237,-1.958896416,-10.61143844,-10.61143844,-1.981918608,,-21.03724153,-1.59615876,,-30.82139,-0.91586632
3.238,-1.954370441,-10.63743666,-10.63743666,-1.977482343,,-20.98161534,-1.597996719,,-30.73954,-0.92831856
3.239,-1.949868159,-10.66345364,-10.66345364,-1.973069093,,-20.92624769,-1.599842501,,-30.698988,-0.9336096
3.24,-1.945389453,-10.68948928,-10.68948928,-1.96867874,,-20.87113569,-1.601696146,,-30.57213,-0.93660915
3.241,-1.940934205,-10.71554345,-10.71554345,-1.964311169,,-20.81627653,-1.603557693,,-30.34198,-0.90536571
3.242,-1.936502299,-10.74161606,-10.74161606,-1.959966263,,-20.7616674,-1.605427184,,-30.32542,-0.94048131
3.243,-1.932093619,-10.76770698,-10.76770698,-1.955643907,,-20.70730556,-1.607304659,,-29.950788,-0.92576045
3.244,-1.927708049,-10.79381612,-10.79381612,-1.951343986,,-20.65318833,-1.60919016,,-30.093365,-0.93800223
3.245,-1.923345474,-10.81994335,-10.81994335,-1.947066383,,-20.59931303,-1.611083727,,-29.660709,-0.94070345
